State,State-Code,District,Indicator,NFHS-5,NFHS-4
Mizoram,MZ,Aizawl,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),29.7,26.8
Mizoram,MZ,Aizawl,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),46.0,
Mizoram,MZ,Aizawl,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),44.0,10.5
Mizoram,MZ,Aizawl,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),31.6,18.3
Mizoram,MZ,Aizawl,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),33.4,20.8
Mizoram,MZ,Aizawl,84. All women age 15-49 years who are anaemic22 (%),31.7,18.4
Mizoram,MZ,Aizawl,85. All women age 15-19 years who are anaemic22 (%),31.5,17.0
Mizoram,MZ,Aizawl,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.8,
Mizoram,MZ,Aizawl,87. Blood sugar level - very high (>160 mg/dl)23 (%),6.8,
Mizoram,MZ,Aizawl,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.2,
Mizoram,MZ,Aizawl,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.2,
Mizoram,MZ,Aizawl,90. Blood sugar level - very high (>160 mg/dl)23 (%),6.8,
Mizoram,MZ,Aizawl,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.3,
Mizoram,MZ,Aizawl,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.1,
Mizoram,MZ,Aizawl,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,
Mizoram,MZ,Aizawl,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Mizoram,MZ,Aizawl,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.8,
Mizoram,MZ,Aizawl,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8,
Mizoram,MZ,Aizawl,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Mizoram,MZ,Aizawl,98. Ever undergone a screening test for cervical cancer (%),10.8,
Mizoram,MZ,Aizawl,99. Ever undergone a breast examination for breast cancer (%),4.7,
Mizoram,MZ,Aizawl,100. Ever undergone an oral cavity examination for oral cancer (%),1.6,
Mizoram,MZ,Aizawl,101. Women age 15 years and above who use any kind of tobacco (%),54.7,
Mizoram,MZ,Aizawl,102. Men age 15 years and above who use any kind of tobacco (%),68.7,
Mizoram,MZ,Aizawl,103. Women age 15 years and above who consume alcohol (%),1.0,
Mizoram,MZ,Aizawl,104. Men age 15 years and above who consume alcohol (%),25.8,
Mizoram,MZ,Champhai,1. Female population age 6 years and above who ever attended school (%),93.3,94.6
Mizoram,MZ,Champhai,2. Population below age 15 years (%),27.2,32.6
Mizoram,MZ,Champhai,"3. Sex ratio of the total population (females per 1,000 males)",944.0,1009.0
Mizoram,MZ,Champhai,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",726.0,1014.0
Mizoram,MZ,Champhai,5. Children under age 5 years whose birth was registered with the civil authority (%),100.0,98.1
Mizoram,MZ,Champhai,6. Deaths in the last 3 years registered with the civil authority (%),98.3,
Mizoram,MZ,Champhai,7. Population living in households with electricity (%),100.0,99.9
Mizoram,MZ,Champhai,8. Population living in households with an improved drinking-water source1 (%),98.6,97.4
Mizoram,MZ,Champhai,9. Population living in households that use an improved sanitation facility2 (%),98.3,87.4
Mizoram,MZ,Champhai,10. Households using clean fuel for cooking3 (%),79.4,52.2
Mizoram,MZ,Champhai,11. Households using iodized salt (%),99.8,99.0
Mizoram,MZ,Champhai,12. Households with any usual member covered under a health insurance/financing scheme (%),64.9,58.1
Mizoram,MZ,Champhai,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.9,
Mizoram,MZ,Champhai,14. Women who are literate4 (%),97.7,
Mizoram,MZ,Champhai,15. Women with 10 or more years of schooling (%),47.8,30.3
Mizoram,MZ,Champhai,16. Women age 20-24 years married before age 18 years (%),11.0,17.9
Mizoram,MZ,Champhai,17. Births in the 5 years preceding the survey that are third or higher order (%),1.4,2.7
Mizoram,MZ,Champhai,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.6,7.7
Mizoram,MZ,Champhai,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),95.0,91.4
Mizoram,MZ,Champhai,20. Any method6 (%),50.0,32.4
Mizoram,MZ,Champhai,21. Any modern method6 (%),49.6,32.3
Mizoram,MZ,Champhai,22. Female sterilization (%),22.5,12.7
Mizoram,MZ,Champhai,23. Male sterilization (%),0.0,0.0
Mizoram,MZ,Champhai,24. IUD/PPIUD (%),4.2,4.1
Mizoram,MZ,Champhai,25. Pill (%),19.6,14.5
Mizoram,MZ,Champhai,26. Condom (%),2.5,1.1
Mizoram,MZ,Champhai,27. Injectables (%),0.2,0.0
Mizoram,MZ,Champhai,28. Total unmet need7 (%),11.2,24.3
Mizoram,MZ,Champhai,29. Unmet need for spacing7 (%),8.3,15.8
Mizoram,MZ,Champhai,30. Health worker ever talked to female non-users about family planning (%),24.9,18.8
Mizoram,MZ,Champhai,31. Current users ever told about side effects of current method8 (%),70.0,51.2
Mizoram,MZ,Champhai,32. Mothers who had an antenatal check-up in the first trimester (%),80.0,60.1
Mizoram,MZ,Champhai,33. Mothers who had at least 4 antenatal care visits (%),63.4,55.9
Mizoram,MZ,Champhai,34. Mothers whose last birth was protected against neonatal tetanus9 (%),85.9,85.8
Mizoram,MZ,Champhai,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),74.3,52.7
Mizoram,MZ,Champhai,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.5,2.8
Mizoram,MZ,Champhai,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,98.1
Mizoram,MZ,Champhai,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Mizoram,MZ,Champhai,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4336.0,3615.0
Mizoram,MZ,Champhai,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,1.2
Mizoram,MZ,Champhai,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Mizoram,MZ,Champhai,42. Institutional births (%),96.7,81.1
Mizoram,MZ,Champhai,43. Institutional births in public facility (%),91.5,74.9
Mizoram,MZ,Champhai,44. Home births that were conducted by skilled health personnel10 (%),1.6,5.5
Mizoram,MZ,Champhai,45. Births attended by skilled health personnel10 (%),97.5,86.8
Mizoram,MZ,Champhai,46. Births delivered by caesarean section (%),6.6,8.7
Mizoram,MZ,Champhai,47. Births in a private health facility that were delivered by caesarean section (%),,41.6
Mizoram,MZ,Champhai,48. Births in a public health facility that were delivered by caesarean section (%),5.8,8.2
Mizoram,MZ,Champhai,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Mizoram,MZ,Champhai,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),87.0,64.2
Mizoram,MZ,Champhai,51. Children age 12-23 months who have received BCG (%),97.6,72.6
Mizoram,MZ,Champhai,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),87.7,56.9
Mizoram,MZ,Champhai,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.5,59.6
Mizoram,MZ,Champhai,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.7,64.6
Mizoram,MZ,Champhai,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.4,
Mizoram,MZ,Champhai,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),2.4,
Mizoram,MZ,Champhai,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.5,57.5
Mizoram,MZ,Champhai,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),63.1,76.1
Mizoram,MZ,Champhai,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,99.2
Mizoram,MZ,Champhai,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.8
Mizoram,MZ,Champhai,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.8,6.9
Mizoram,MZ,Champhai,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,67.2
Mizoram,MZ,Champhai,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,43.2
Mizoram,MZ,Champhai,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,31.7
Mizoram,MZ,Champhai,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.0
Mizoram,MZ,Champhai,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Mizoram,MZ,Champhai,67. Children under age 3 years breastfed within one hour of birth15 (%),70.7,59.9
Mizoram,MZ,Champhai,68. Children under age 6 months exclusively breastfed16 (%),,56.3
Mizoram,MZ,Champhai,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,72.5
Mizoram,MZ,Champhai,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",3.5,20.6
Mizoram,MZ,Champhai,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,13.7
Mizoram,MZ,Champhai,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",5.6,19.7
Mizoram,MZ,Champhai,73. Children under 5 years who are stunted (height-for-age)18 (%),27.2,32.9
Mizoram,MZ,Champhai,74. Children under 5 years who are wasted (weight-for-height)18 (%),12.1,6.0
Mizoram,MZ,Champhai,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.6,2.6
Mizoram,MZ,Champhai,76. Children under 5 years who are underweight (weight-for-age)18 (%),13.1,12.7
Mizoram,MZ,Champhai,77. Children under 5 years who are overweight (weight-for-height)20 (%),10.6,3.8
Mizoram,MZ,Champhai,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),5.8,6.9
Mizoram,MZ,Champhai,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),22.9,17.5
Mizoram,MZ,Champhai,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),52.1,
Mizoram,MZ,Champhai,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),38.3,7.8
Mizoram,MZ,Champhai,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),26.1,12.8
Mizoram,MZ,Champhai,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),15.7,21.9
Mizoram,MZ,Champhai,84. All women age 15-49 years who are anaemic22 (%),25.7,13.1
Mizoram,MZ,Champhai,85. All women age 15-19 years who are anaemic22 (%),31.6,10.7
Mizoram,MZ,Champhai,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.9,
Mizoram,MZ,Champhai,87. Blood sugar level - very high (>160 mg/dl)23 (%),5.8,
Mizoram,MZ,Champhai,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.4,
Mizoram,MZ,Champhai,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.4,
Mizoram,MZ,Champhai,90. Blood sugar level - very high (>160 mg/dl)23 (%),6.1,
Mizoram,MZ,Champhai,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.9,
Mizoram,MZ,Champhai,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,
Mizoram,MZ,Champhai,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,
Mizoram,MZ,Champhai,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Mizoram,MZ,Champhai,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,
Mizoram,MZ,Champhai,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,
Mizoram,MZ,Champhai,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Mizoram,MZ,Champhai,98. Ever undergone a screening test for cervical cancer (%),3.7,
Mizoram,MZ,Champhai,99. Ever undergone a breast examination for breast cancer (%),0.6,
Mizoram,MZ,Champhai,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,
Mizoram,MZ,Champhai,101. Women age 15 years and above who use any kind of tobacco (%),66.7,
Mizoram,MZ,Champhai,102. Men age 15 years and above who use any kind of tobacco (%),74.5,
Mizoram,MZ,Champhai,103. Women age 15 years and above who consume alcohol (%),1.6,
Mizoram,MZ,Champhai,104. Men age 15 years and above who consume alcohol (%),21.3,
Mizoram,MZ,Kolasib,1. Female population age 6 years and above who ever attended school (%),93.9,92.8
Mizoram,MZ,Kolasib,2. Population below age 15 years (%),28.6,30.7
Mizoram,MZ,Kolasib,"3. Sex ratio of the total population (females per 1,000 males)",1002.0,992.0
Mizoram,MZ,Kolasib,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",860.0,992.0
Mizoram,MZ,Kolasib,5. Children under age 5 years whose birth was registered with the civil authority (%),99.8,98.3
Mizoram,MZ,Kolasib,6. Deaths in the last 3 years registered with the civil authority (%),96.3,
Mizoram,MZ,Kolasib,7. Population living in households with electricity (%),99.1,99.1
Mizoram,MZ,Kolasib,8. Population living in households with an improved drinking-water source1 (%),95.3,96.9
Mizoram,MZ,Kolasib,9. Population living in households that use an improved sanitation facility2 (%),96.8,87.7
Mizoram,MZ,Kolasib,10. Households using clean fuel for cooking3 (%),87.5,69.2
Mizoram,MZ,Kolasib,11. Households using iodized salt (%),99.7,99.2
Mizoram,MZ,Kolasib,12. Households with any usual member covered under a health insurance/financing scheme (%),61.1,62.0
Mizoram,MZ,Kolasib,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.4,
Mizoram,MZ,Kolasib,14. Women who are literate4 (%),96.9,
Mizoram,MZ,Kolasib,15. Women with 10 or more years of schooling (%),41.7,31.1
Mizoram,MZ,Kolasib,16. Women age 20-24 years married before age 18 years (%),13.7,15.5
Mizoram,MZ,Kolasib,17. Births in the 5 years preceding the survey that are third or higher order (%),1.6,1.7
Mizoram,MZ,Kolasib,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.2,7.8
Mizoram,MZ,Kolasib,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),94.3,91.2
Mizoram,MZ,Kolasib,20. Any method6 (%),38.1,33.5
Mizoram,MZ,Kolasib,21. Any modern method6 (%),37.9,33.3
Mizoram,MZ,Kolasib,22. Female sterilization (%),16.7,15.3
Mizoram,MZ,Kolasib,23. Male sterilization (%),0.0,0.1
Mizoram,MZ,Kolasib,24. IUD/PPIUD (%),2.2,2.8
Mizoram,MZ,Kolasib,25. Pill (%),17.4,13.8
Mizoram,MZ,Kolasib,26. Condom (%),1.6,1.3
Mizoram,MZ,Kolasib,27. Injectables (%),0.0,0.0
Mizoram,MZ,Kolasib,28. Total unmet need7 (%),15.6,18.7
Mizoram,MZ,Kolasib,29. Unmet need for spacing7 (%),11.7,12.7
Mizoram,MZ,Kolasib,30. Health worker ever talked to female non-users about family planning (%),18.7,17.7
Mizoram,MZ,Kolasib,31. Current users ever told about side effects of current method8 (%),73.9,49.9
Mizoram,MZ,Kolasib,32. Mothers who had an antenatal check-up in the first trimester (%),72.7,66.1
Mizoram,MZ,Kolasib,33. Mothers who had at least 4 antenatal care visits (%),66.0,66.8
Mizoram,MZ,Kolasib,34. Mothers whose last birth was protected against neonatal tetanus9 (%),76.4,84.9
Mizoram,MZ,Kolasib,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),67.7,58.8
Mizoram,MZ,Kolasib,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.3,2.2
Mizoram,MZ,Kolasib,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,97.8
Mizoram,MZ,Kolasib,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Mizoram,MZ,Kolasib,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4834.0,3024.0
Mizoram,MZ,Kolasib,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),15.3,0.0
Mizoram,MZ,Kolasib,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Mizoram,MZ,Kolasib,42. Institutional births (%),91.4,86.3
Mizoram,MZ,Kolasib,43. Institutional births in public facility (%),82.9,78.3
Mizoram,MZ,Kolasib,44. Home births that were conducted by skilled health personnel10 (%),2.7,2.0
Mizoram,MZ,Kolasib,45. Births attended by skilled health personnel10 (%),93.2,88.4
Mizoram,MZ,Kolasib,46. Births delivered by caesarean section (%),8.4,9.6
Mizoram,MZ,Kolasib,47. Births in a private health facility that were delivered by caesarean section (%),26.2,19.6
Mizoram,MZ,Kolasib,48. Births in a public health facility that were delivered by caesarean section (%),7.5,10.2
Mizoram,MZ,Kolasib,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Mizoram,MZ,Kolasib,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),91.4,76.2
Mizoram,MZ,Kolasib,51. Children age 12-23 months who have received BCG (%),88.1,64.1
Mizoram,MZ,Kolasib,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),90.9,61.0
Mizoram,MZ,Kolasib,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.2,60.5
Mizoram,MZ,Kolasib,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.1,56.4
Mizoram,MZ,Kolasib,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.6,
Mizoram,MZ,Kolasib,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),0.0,
Mizoram,MZ,Kolasib,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.9,57.3
Mizoram,MZ,Kolasib,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),65.1,71.4
Mizoram,MZ,Kolasib,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.4,97.8
Mizoram,MZ,Kolasib,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.2
Mizoram,MZ,Kolasib,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.2,3.9
Mizoram,MZ,Kolasib,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,83.3
Mizoram,MZ,Kolasib,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,10.5
Mizoram,MZ,Kolasib,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,55.9
Mizoram,MZ,Kolasib,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,1.3
Mizoram,MZ,Kolasib,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Mizoram,MZ,Kolasib,67. Children under age 3 years breastfed within one hour of birth15 (%),63.0,79.7
Mizoram,MZ,Kolasib,68. Children under age 6 months exclusively breastfed16 (%),73.4,70.6
Mizoram,MZ,Kolasib,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,79.6
