State,State-Code,District,Indicator,NFHS-5,NFHS-4
Ladakh,LH,Kargil,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),7.3,
Ladakh,LH,Kargil,89. Blood sugar level - high (141-160 mg/dl)23 (%),4.6,
Ladakh,LH,Kargil,90. Blood sugar level - very high (>160 mg/dl)23 (%),3.4,
Ladakh,LH,Kargil,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),10.2,
Ladakh,LH,Kargil,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,
Ladakh,LH,Kargil,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,
Ladakh,LH,Kargil,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Ladakh,LH,Kargil,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,
Ladakh,LH,Kargil,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,
Ladakh,LH,Kargil,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Ladakh,LH,Kargil,98. Ever undergone a screening test for cervical cancer (%),0.4,
Ladakh,LH,Kargil,99. Ever undergone a breast examination for breast cancer (%),0.4,
Ladakh,LH,Kargil,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,
Ladakh,LH,Kargil,101. Women age 15 years and above who use any kind of tobacco (%),1.9,
Ladakh,LH,Kargil,102. Men age 15 years and above who use any kind of tobacco (%),31.9,
Ladakh,LH,Kargil,103. Women age 15 years and above who consume alcohol (%),1.4,
Ladakh,LH,Kargil,104. Men age 15 years and above who consume alcohol (%),6.8,
Ladakh,LH,Leh (Ladakh),1. Female population age 6 years and above who ever attended school (%),66.3,60.4
Ladakh,LH,Leh (Ladakh),2. Population below age 15 years (%),21.0,23.3
Ladakh,LH,Leh (Ladakh),"3. Sex ratio of the total population (females per 1,000 males)",967.0,1035.0
Ladakh,LH,Leh (Ladakh),"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",949.0,829.0
Ladakh,LH,Leh (Ladakh),5. Children under age 5 years whose birth was registered with the civil authority (%),98.7,81.7
Ladakh,LH,Leh (Ladakh),6. Deaths in the last 3 years registered with the civil authority (%),77.7,
Ladakh,LH,Leh (Ladakh),7. Population living in households with electricity (%),99.8,99.8
Ladakh,LH,Leh (Ladakh),8. Population living in households with an improved drinking-water source1 (%),87.1,77.2
Ladakh,LH,Leh (Ladakh),9. Population living in households that use an improved sanitation facility2 (%),42.4,17.8
Ladakh,LH,Leh (Ladakh),10. Households using clean fuel for cooking3 (%),93.5,87.7
Ladakh,LH,Leh (Ladakh),11. Households using iodized salt (%),99.1,99.2
Ladakh,LH,Leh (Ladakh),12. Households with any usual member covered under a health insurance/financing scheme (%),16.2,2.6
Ladakh,LH,Leh (Ladakh),13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.6,
Ladakh,LH,Leh (Ladakh),14. Women who are literate4 (%),76.4,
Ladakh,LH,Leh (Ladakh),15. Women with 10 or more years of schooling (%),49.8,46.6
Ladakh,LH,Leh (Ladakh),16. Women age 20-24 years married before age 18 years (%),2.5,5.2
Ladakh,LH,Leh (Ladakh),17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.4
Ladakh,LH,Leh (Ladakh),18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,1.7
Ladakh,LH,Leh (Ladakh),19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),83.0,85.7
Ladakh,LH,Leh (Ladakh),20. Any method6 (%),55.6,70.3
Ladakh,LH,Leh (Ladakh),21. Any modern method6 (%),54.2,69.8
Ladakh,LH,Leh (Ladakh),22. Female sterilization (%),19.3,23.6
Ladakh,LH,Leh (Ladakh),23. Male sterilization (%),0.4,0.0
Ladakh,LH,Leh (Ladakh),24. IUD/PPIUD (%),10.0,34.7
Ladakh,LH,Leh (Ladakh),25. Pill (%),6.6,2.2
Ladakh,LH,Leh (Ladakh),26. Condom (%),9.3,7.9
Ladakh,LH,Leh (Ladakh),27. Injectables (%),7.2,1.5
Ladakh,LH,Leh (Ladakh),28. Total unmet need7 (%),7.1,10.4
Ladakh,LH,Leh (Ladakh),29. Unmet need for spacing7 (%),3.2,6.4
Ladakh,LH,Leh (Ladakh),30. Health worker ever talked to female non-users about family planning (%),15.8,10.7
Ladakh,LH,Leh (Ladakh),31. Current users ever told about side effects of current method8 (%),62.0,31.0
Ladakh,LH,Leh (Ladakh),32. Mothers who had an antenatal check-up in the first trimester (%),80.9,76.9
Ladakh,LH,Leh (Ladakh),33. Mothers who had at least 4 antenatal care visits (%),69.6,91.7
Ladakh,LH,Leh (Ladakh),34. Mothers whose last birth was protected against neonatal tetanus9 (%),94.9,91.7
Ladakh,LH,Leh (Ladakh),35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),9.5,30.4
Ladakh,LH,Leh (Ladakh),36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),2.6,13.7
Ladakh,LH,Leh (Ladakh),37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.5,98.6
Ladakh,LH,Leh (Ladakh),38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Ladakh,LH,Leh (Ladakh),39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4043.0,2942.0
Ladakh,LH,Leh (Ladakh),40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Ladakh,LH,Leh (Ladakh),41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Ladakh,LH,Leh (Ladakh),42. Institutional births (%),96.4,96.9
Ladakh,LH,Leh (Ladakh),43. Institutional births in public facility (%),95.7,95.7
Ladakh,LH,Leh (Ladakh),44. Home births that were conducted by skilled health personnel10 (%),2.0,0.4
Ladakh,LH,Leh (Ladakh),45. Births attended by skilled health personnel10 (%),98.4,97.2
Ladakh,LH,Leh (Ladakh),46. Births delivered by caesarean section (%),43.1,22.1
Ladakh,LH,Leh (Ladakh),47. Births in a private health facility that were delivered by caesarean section (%),,
Ladakh,LH,Leh (Ladakh),48. Births in a public health facility that were delivered by caesarean section (%),44.3,22.4
Ladakh,LH,Leh (Ladakh),49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Ladakh,LH,Leh (Ladakh),50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),100.0,92.6
Ladakh,LH,Leh (Ladakh),51. Children age 12-23 months who have received BCG (%),98.2,97.9
Ladakh,LH,Leh (Ladakh),52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),88.9,87.4
Ladakh,LH,Leh (Ladakh),53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.6,89.8
Ladakh,LH,Leh (Ladakh),54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.9,91.4
Ladakh,LH,Leh (Ladakh),55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),53.8,
Ladakh,LH,Leh (Ladakh),56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),13.2,
Ladakh,LH,Leh (Ladakh),57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.9,85.2
Ladakh,LH,Leh (Ladakh),58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),89.2,67.8
Ladakh,LH,Leh (Ladakh),59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
Ladakh,LH,Leh (Ladakh),60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Ladakh,LH,Leh (Ladakh),61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.9,2.0
Ladakh,LH,Leh (Ladakh),62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),74.6,
Ladakh,LH,Leh (Ladakh),63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),57.2,
Ladakh,LH,Leh (Ladakh),64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),74.9,
Ladakh,LH,Leh (Ladakh),65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.8,0.4
Ladakh,LH,Leh (Ladakh),66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Ladakh,LH,Leh (Ladakh),67. Children under age 3 years breastfed within one hour of birth15 (%),45.9,66.3
Ladakh,LH,Leh (Ladakh),68. Children under age 6 months exclusively breastfed16 (%),63.2,
Ladakh,LH,Leh (Ladakh),69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Ladakh,LH,Leh (Ladakh),"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",23.3,24.6
Ladakh,LH,Leh (Ladakh),"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Ladakh,LH,Leh (Ladakh),"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",29.2,26.7
Ladakh,LH,Leh (Ladakh),73. Children under 5 years who are stunted (height-for-age)18 (%),24.3,20.6
Ladakh,LH,Leh (Ladakh),74. Children under 5 years who are wasted (weight-for-height)18 (%),17.2,12.4
Ladakh,LH,Leh (Ladakh),75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.6,7.4
Ladakh,LH,Leh (Ladakh),76. Children under 5 years who are underweight (weight-for-age)18 (%),19.0,16.8
Ladakh,LH,Leh (Ladakh),77. Children under 5 years who are overweight (weight-for-height)20 (%),12.7,4.0
Ladakh,LH,Leh (Ladakh),78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),5.3,5.2
Ladakh,LH,Leh (Ladakh),79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),30.2,19.2
Ladakh,LH,Leh (Ladakh),80. Women who have high risk waist-to-hip ratio (≥0.85) (%),84.6,
Ladakh,LH,Leh (Ladakh),81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),95.5,95.8
Ladakh,LH,Leh (Ladakh),82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),94.6,84.2
Ladakh,LH,Leh (Ladakh),83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),79.0,81.0
Ladakh,LH,Leh (Ladakh),84. All women age 15-49 years who are anaemic22 (%),93.5,84.1
Ladakh,LH,Leh (Ladakh),85. All women age 15-19 years who are anaemic22 (%),96.8,83.2
Ladakh,LH,Leh (Ladakh),86. Blood sugar level - high (141-160 mg/dl)23 (%),4.6,
Ladakh,LH,Leh (Ladakh),87. Blood sugar level - very high (>160 mg/dl)23 (%),0.7,
Ladakh,LH,Leh (Ladakh),88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),6.1,
Ladakh,LH,Leh (Ladakh),89. Blood sugar level - high (141-160 mg/dl)23 (%),4.2,
Ladakh,LH,Leh (Ladakh),90. Blood sugar level - very high (>160 mg/dl)23 (%),1.6,
Ladakh,LH,Leh (Ladakh),91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),6.4,
Ladakh,LH,Leh (Ladakh),92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.7,
Ladakh,LH,Leh (Ladakh),93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),0.7,
Ladakh,LH,Leh (Ladakh),94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Ladakh,LH,Leh (Ladakh),95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.2,
Ladakh,LH,Leh (Ladakh),96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),0.8,
Ladakh,LH,Leh (Ladakh),97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Ladakh,LH,Leh (Ladakh),98. Ever undergone a screening test for cervical cancer (%),0.2,
Ladakh,LH,Leh (Ladakh),99. Ever undergone a breast examination for breast cancer (%),0.0,
Ladakh,LH,Leh (Ladakh),100. Ever undergone an oral cavity examination for oral cancer (%),0.2,
Ladakh,LH,Leh (Ladakh),101. Women age 15 years and above who use any kind of tobacco (%),4.4,
Ladakh,LH,Leh (Ladakh),102. Men age 15 years and above who use any kind of tobacco (%),39.5,
Ladakh,LH,Leh (Ladakh),103. Women age 15 years and above who consume alcohol (%),6.1,
Ladakh,LH,Leh (Ladakh),104. Men age 15 years and above who consume alcohol (%),40.6,
