State,State-Code,District,Indicator,NFHS-5,NFHS-4
Nagaland,NL,Kiphire,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.8,6.4
Nagaland,NL,Kiphire,76. Children under 5 years who are underweight (weight-for-age)18 (%),25.0,25.6
Nagaland,NL,Kiphire,77. Children under 5 years who are overweight (weight-for-height)20 (%),7.5,1.7
Nagaland,NL,Kiphire,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),13.9,12.2
Nagaland,NL,Kiphire,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),9.3,9.0
Nagaland,NL,Kiphire,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),58.7,
Nagaland,NL,Kiphire,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),55.2,25.6
Nagaland,NL,Kiphire,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),31.9,29.2
Nagaland,NL,Kiphire,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),19.5,35.3
Nagaland,NL,Kiphire,84. All women age 15-49 years who are anaemic22 (%),31.4,29.6
Nagaland,NL,Kiphire,85. All women age 15-19 years who are anaemic22 (%),36.0,33.7
Nagaland,NL,Kiphire,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.7,
Nagaland,NL,Kiphire,87. Blood sugar level - very high (>160 mg/dl)23 (%),2.0,
Nagaland,NL,Kiphire,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),7.8,
Nagaland,NL,Kiphire,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.0,
Nagaland,NL,Kiphire,90. Blood sugar level - very high (>160 mg/dl)23 (%),3.7,
Nagaland,NL,Kiphire,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.7,
Nagaland,NL,Kiphire,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.2,
Nagaland,NL,Kiphire,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,
Nagaland,NL,Kiphire,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Nagaland,NL,Kiphire,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.3,
Nagaland,NL,Kiphire,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,
Nagaland,NL,Kiphire,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Nagaland,NL,Kiphire,98. Ever undergone a screening test for cervical cancer (%),1.2,
Nagaland,NL,Kiphire,99. Ever undergone a breast examination for breast cancer (%),1.1,
Nagaland,NL,Kiphire,100. Ever undergone an oral cavity examination for oral cancer (%),0.9,
Nagaland,NL,Kiphire,101. Women age 15 years and above who use any kind of tobacco (%),10.1,
Nagaland,NL,Kiphire,102. Men age 15 years and above who use any kind of tobacco (%),44.2,
Nagaland,NL,Kiphire,103. Women age 15 years and above who consume alcohol (%),1.0,
Nagaland,NL,Kiphire,104. Men age 15 years and above who consume alcohol (%),15.8,
Nagaland,NL,Kohima,1. Female population age 6 years and above who ever attended school (%),90.4,86.2
Nagaland,NL,Kohima,2. Population below age 15 years (%),18.7,28.8
Nagaland,NL,Kohima,"3. Sex ratio of the total population (females per 1,000 males)",954.0,1000.0
Nagaland,NL,Kohima,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1075.0,1137.0
Nagaland,NL,Kohima,5. Children under age 5 years whose birth was registered with the civil authority (%),78.3,79.1
Nagaland,NL,Kohima,6. Deaths in the last 3 years registered with the civil authority (%),42.8,
Nagaland,NL,Kohima,7. Population living in households with electricity (%),99.5,99.3
Nagaland,NL,Kohima,8. Population living in households with an improved drinking-water source1 (%),89.9,83.7
Nagaland,NL,Kohima,9. Population living in households that use an improved sanitation facility2 (%),87.4,70.8
Nagaland,NL,Kohima,10. Households using clean fuel for cooking3 (%),61.7,55.6
Nagaland,NL,Kohima,11. Households using iodized salt (%),99.7,99.3
Nagaland,NL,Kohima,12. Households with any usual member covered under a health insurance/financing scheme (%),26.7,5.3
Nagaland,NL,Kohima,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.1,
Nagaland,NL,Kohima,14. Women who are literate4 (%),95.2,
Nagaland,NL,Kohima,15. Women with 10 or more years of schooling (%),70.9,48.6
Nagaland,NL,Kohima,16. Women age 20-24 years married before age 18 years (%),1.0,2.4
Nagaland,NL,Kohima,17. Births in the 5 years preceding the survey that are third or higher order (%),1.0,3.4
Nagaland,NL,Kohima,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.3,2.7
Nagaland,NL,Kohima,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),92.6,89.9
Nagaland,NL,Kohima,20. Any method6 (%),60.7,33.8
Nagaland,NL,Kohima,21. Any modern method6 (%),46.7,25.4
Nagaland,NL,Kohima,22. Female sterilization (%),18.6,12.9
Nagaland,NL,Kohima,23. Male sterilization (%),0.0,0.0
Nagaland,NL,Kohima,24. IUD/PPIUD (%),19.0,8.4
Nagaland,NL,Kohima,25. Pill (%),4.5,1.4
Nagaland,NL,Kohima,26. Condom (%),3.1,2.2
Nagaland,NL,Kohima,27. Injectables (%),0.4,0.0
Nagaland,NL,Kohima,28. Total unmet need7 (%),9.1,19.8
Nagaland,NL,Kohima,29. Unmet need for spacing7 (%),7.2,10.7
Nagaland,NL,Kohima,30. Health worker ever talked to female non-users about family planning (%),11.6,7.8
Nagaland,NL,Kohima,31. Current users ever told about side effects of current method8 (%),51.5,43.1
Nagaland,NL,Kohima,32. Mothers who had an antenatal check-up in the first trimester (%),61.9,42.9
Nagaland,NL,Kohima,33. Mothers who had at least 4 antenatal care visits (%),28.3,30.5
Nagaland,NL,Kohima,34. Mothers whose last birth was protected against neonatal tetanus9 (%),94.3,80.9
Nagaland,NL,Kohima,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.2,8.6
Nagaland,NL,Kohima,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),1.0,4.6
Nagaland,NL,Kohima,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.2,87.1
Nagaland,NL,Kohima,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Nagaland,NL,Kohima,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4970.0,5123.0
Nagaland,NL,Kohima,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.8
Nagaland,NL,Kohima,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Nagaland,NL,Kohima,42. Institutional births (%),66.9,54.9
Nagaland,NL,Kohima,43. Institutional births in public facility (%),44.7,44.8
Nagaland,NL,Kohima,44. Home births that were conducted by skilled health personnel10 (%),12.2,9.0
Nagaland,NL,Kohima,45. Births attended by skilled health personnel10 (%),78.9,63.0
Nagaland,NL,Kohima,46. Births delivered by caesarean section (%),4.3,9.3
Nagaland,NL,Kohima,47. Births in a private health facility that were delivered by caesarean section (%),8.9,34.0
Nagaland,NL,Kohima,48. Births in a public health facility that were delivered by caesarean section (%),5.2,13.1
Nagaland,NL,Kohima,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Nagaland,NL,Kohima,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),90.2,76.7
Nagaland,NL,Kohima,51. Children age 12-23 months who have received BCG (%),100.0,93.9
Nagaland,NL,Kohima,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),86.1,67.5
Nagaland,NL,Kohima,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.7,77.2
Nagaland,NL,Kohima,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.6,71.2
Nagaland,NL,Kohima,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.9,
Nagaland,NL,Kohima,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),17.8,
Nagaland,NL,Kohima,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.7,71.1
Nagaland,NL,Kohima,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),73.5,37.7
Nagaland,NL,Kohima,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),89.2,92.4
Nagaland,NL,Kohima,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,7.6
Nagaland,NL,Kohima,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.5,5.8
Nagaland,NL,Kohima,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,49.9
Nagaland,NL,Kohima,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,20.3
Nagaland,NL,Kohima,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,21.6
Nagaland,NL,Kohima,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,0.7
Nagaland,NL,Kohima,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Nagaland,NL,Kohima,67. Children under age 3 years breastfed within one hour of birth15 (%),60.3,50.0
Nagaland,NL,Kohima,68. Children under age 6 months exclusively breastfed16 (%),,33.2
Nagaland,NL,Kohima,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,59.2
Nagaland,NL,Kohima,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",19.0,29.7
Nagaland,NL,Kohima,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,31.1
Nagaland,NL,Kohima,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",18.0,30.1
Nagaland,NL,Kohima,73. Children under 5 years who are stunted (height-for-age)18 (%),28.3,24.7
