State,State-Code,District,Indicator,NFHS-5,NFHS-4,NFHS-5-note,NFHS-4-note
Andhra Pradesh,AP,Anantapur,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),81.8,76.3,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),96.6,82.7,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Anantapur,51. Children age 12-23 months who have received BCG (%),95.7,98.3,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),81.8,83.2,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.2,94.7,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.9,89.2,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.8,,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),75.0,,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.7,79.5,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),75.7,68.8,,
Andhra Pradesh,AP,Anantapur,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.8,94.2,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.2,5.8,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Anantapur,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.5,4.4,,
Andhra Pradesh,AP,Anantapur,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.6,0.4,,
Andhra Pradesh,AP,Anantapur,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.1,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,67. Children under age 3 years breastfed within one hour of birth15 (%),54.7,51.3,,
Andhra Pradesh,AP,Anantapur,68. Children under age 6 months exclusively breastfed16 (%),71.6,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",3.9,16.3,,
Andhra Pradesh,AP,Anantapur,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",2.9,16.4,,
Andhra Pradesh,AP,Anantapur,73. Children under 5 years who are stunted (height-for-age)18 (%),36.0,40.3,,
Andhra Pradesh,AP,Anantapur,74. Children under 5 years who are wasted (weight-for-height)18 (%),19.3,15.2,,
Andhra Pradesh,AP,Anantapur,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),4.0,4.5,,
Andhra Pradesh,AP,Anantapur,76. Children under 5 years who are underweight (weight-for-age)18 (%),40.6,39.3,,
Andhra Pradesh,AP,Anantapur,77. Children under 5 years who are overweight (weight-for-height)20 (%),0.3,0.6,,
Andhra Pradesh,AP,Anantapur,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),21.9,20.2,,
Andhra Pradesh,AP,Anantapur,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),29.3,26.5,,
Andhra Pradesh,AP,Anantapur,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),46.3,,,
Andhra Pradesh,AP,Anantapur,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),55.8,53.0,,
Andhra Pradesh,AP,Anantapur,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),50.3,52.8,,
Andhra Pradesh,AP,Anantapur,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),54.9,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Anantapur,84. All women age 15-49 years who are anaemic22 (%),50.5,52.7,,
Andhra Pradesh,AP,Anantapur,85. All women age 15-19 years who are anaemic22 (%),50.0,51.2,,
Andhra Pradesh,AP,Anantapur,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.4,,,
Andhra Pradesh,AP,Anantapur,87. Blood sugar level - very high (>160 mg/dl)23 (%),7.8,,,
Andhra Pradesh,AP,Anantapur,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14.2,,,
Andhra Pradesh,AP,Anantapur,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.5,,,
Andhra Pradesh,AP,Anantapur,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.3,,,
Andhra Pradesh,AP,Anantapur,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),16.8,,,
Andhra Pradesh,AP,Anantapur,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,,,
Andhra Pradesh,AP,Anantapur,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5,,,
Andhra Pradesh,AP,Anantapur,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.4,,,
Andhra Pradesh,AP,Anantapur,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2,,,
Andhra Pradesh,AP,Anantapur,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.7,,,
Andhra Pradesh,AP,Anantapur,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.7,,,
Andhra Pradesh,AP,Anantapur,98. Ever undergone a screening test for cervical cancer (%),1.0,,,
Andhra Pradesh,AP,Anantapur,99. Ever undergone a breast examination for breast cancer (%),0.4,,,
Andhra Pradesh,AP,Anantapur,100. Ever undergone an oral cavity examination for oral cancer (%),4.0,,,
Andhra Pradesh,AP,Anantapur,101. Women age 15 years and above who use any kind of tobacco (%),5.0,,,
Andhra Pradesh,AP,Anantapur,102. Men age 15 years and above who use any kind of tobacco (%),20.5,,,
Andhra Pradesh,AP,Anantapur,103. Women age 15 years and above who consume alcohol (%),0.6,,,
Andhra Pradesh,AP,Anantapur,104. Men age 15 years and above who consume alcohol (%),16.8,,,
Andhra Pradesh,AP,Chittoor,1. Female population age 6 years and above who ever attended school (%),65.6,65.0,,
Andhra Pradesh,AP,Chittoor,2. Population below age 15 years (%),22.6,23.4,,
Andhra Pradesh,AP,Chittoor,"3. Sex ratio of the total population (females per 1,000 males)",1024.0,1079.0,,
Andhra Pradesh,AP,Chittoor,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1019.0,1168.0,,
Andhra Pradesh,AP,Chittoor,5. Children under age 5 years whose birth was registered with the civil authority (%),94.7,86.4,,
Andhra Pradesh,AP,Chittoor,6. Deaths in the last 3 years registered with the civil authority (%),74.3,,,
Andhra Pradesh,AP,Chittoor,7. Population living in households with electricity (%),99.7,99.4,,
Andhra Pradesh,AP,Chittoor,8. Population living in households with an improved drinking-water source1 (%),98.5,99.8,,
Andhra Pradesh,AP,Chittoor,9. Population living in households that use an improved sanitation facility2 (%),74.6,40.9,,
Andhra Pradesh,AP,Chittoor,10. Households using clean fuel for cooking3 (%),86.6,59.4,,
Andhra Pradesh,AP,Chittoor,11. Households using iodized salt (%),85.5,83.8,,
Andhra Pradesh,AP,Chittoor,12. Households with any usual member covered under a health insurance/financing scheme (%),70.7,74.8,,
Andhra Pradesh,AP,Chittoor,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.2,,,
Andhra Pradesh,AP,Chittoor,14. Women who are literate4 (%),69.3,,,
Andhra Pradesh,AP,Chittoor,15. Women with 10 or more years of schooling (%),40.3,39.0,,
Andhra Pradesh,AP,Chittoor,16. Women age 20-24 years married before age 18 years (%),28.1,26.6,,
Andhra Pradesh,AP,Chittoor,17. Births in the 5 years preceding the survey that are third or higher order (%),3.2,2.1,,
Andhra Pradesh,AP,Chittoor,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),19.7,14.7,,
Andhra Pradesh,AP,Chittoor,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),94.7,82.6,,
Andhra Pradesh,AP,Chittoor,20. Any method6 (%),69.0,59.7,,
Andhra Pradesh,AP,Chittoor,21. Any modern method6 (%),68.9,59.5,,
Andhra Pradesh,AP,Chittoor,22. Female sterilization (%),67.9,58.3,,
Andhra Pradesh,AP,Chittoor,23. Male sterilization (%),0.0,0.0,,
Andhra Pradesh,AP,Chittoor,24. IUD/PPIUD (%),0.0,0.7,,
Andhra Pradesh,AP,Chittoor,25. Pill (%),0.0,0.4,,
Andhra Pradesh,AP,Chittoor,26. Condom (%),0.8,0.2,,
Andhra Pradesh,AP,Chittoor,27. Injectables (%),0.0,0.0,,
Andhra Pradesh,AP,Chittoor,28. Total unmet need7 (%),6.0,4.2,,
Andhra Pradesh,AP,Chittoor,29. Unmet need for spacing7 (%),3.9,2.7,,
Andhra Pradesh,AP,Chittoor,30. Health worker ever talked to female non-users about family planning (%),21.3,13.6,,
Andhra Pradesh,AP,Chittoor,31. Current users ever told about side effects of current method8 (%),29.1,30.8,,
Andhra Pradesh,AP,Chittoor,32. Mothers who had an antenatal check-up in the first trimester (%),80.3,72.0,,
Andhra Pradesh,AP,Chittoor,33. Mothers who had at least 4 antenatal care visits (%),65.3,70.4,,
Andhra Pradesh,AP,Chittoor,34. Mothers whose last birth was protected against neonatal tetanus9 (%),97.8,94.7,,
Andhra Pradesh,AP,Chittoor,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.7,64.1,,
Andhra Pradesh,AP,Chittoor,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),43.7,30.5,,
Andhra Pradesh,AP,Chittoor,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,90.7,,
Andhra Pradesh,AP,Chittoor,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.8,82.0,,
Andhra Pradesh,AP,Chittoor,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),2533.0,1723.0,,
Andhra Pradesh,AP,Chittoor,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.2,,,
Andhra Pradesh,AP,Chittoor,42. Institutional births (%),97.1,94.0,,
Andhra Pradesh,AP,Chittoor,43. Institutional births in public facility (%),66.5,53.0,,
Andhra Pradesh,AP,Chittoor,44. Home births that were conducted by skilled health personnel10 (%),1.3,1.4,,
Andhra Pradesh,AP,Chittoor,45. Births attended by skilled health personnel10 (%),97.6,87.9,,
Andhra Pradesh,AP,Chittoor,46. Births delivered by caesarean section (%),26.4,32.9,,
Andhra Pradesh,AP,Chittoor,47. Births in a private health facility that were delivered by caesarean section (%),54.7,53.6,,
Andhra Pradesh,AP,Chittoor,48. Births in a public health facility that were delivered by caesarean section (%),14.6,20.6,,
Andhra Pradesh,AP,Chittoor,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),66.6,67.6,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),87.5,79.4,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,51. Children age 12-23 months who have received BCG (%),97.2,98.0,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),69.1,74.6,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.4,87.6,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.6,91.1,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.8,,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Chittoor,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),75.0,,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Chittoor,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.2,65.0,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.9,82.6,,
Andhra Pradesh,AP,Chittoor,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,91.3,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,8.7,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,2.8,,
Andhra Pradesh,AP,Chittoor,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.1,0.0,,
Andhra Pradesh,AP,Chittoor,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.4,,,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,67. Children under age 3 years breastfed within one hour of birth15 (%),38.7,45.6,,
Andhra Pradesh,AP,Chittoor,68. Children under age 6 months exclusively breastfed16 (%),65.5,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",6.2,3.7,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,Chittoor,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Andhra Pradesh,AP,Chittoor,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",6.0,4.4,,
Andhra Pradesh,AP,Chittoor,73. Children under 5 years who are stunted (height-for-age)18 (%),27.1,31.4,,
Andhra Pradesh,AP,Chittoor,74. Children under 5 years who are wasted (weight-for-height)18 (%),14.8,18.1,,
Andhra Pradesh,AP,Chittoor,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),6.3,4.6,,
Andhra Pradesh,AP,Chittoor,76. Children under 5 years who are underweight (weight-for-age)18 (%),27.9,32.4,,
Andhra Pradesh,AP,Chittoor,77. Children under 5 years who are overweight (weight-for-height)20 (%),0.5,0.0,,
Andhra Pradesh,AP,Chittoor,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),20.1,21.0,,
Andhra Pradesh,AP,Chittoor,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),33.4,28.5,,
Andhra Pradesh,AP,Chittoor,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),41.7,,,
Andhra Pradesh,AP,Chittoor,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),54.9,46.6,,
Andhra Pradesh,AP,Chittoor,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),51.8,48.4,,
Andhra Pradesh,AP,Chittoor,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),52.7,58.9,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Andhra Pradesh,AP,Chittoor,84. All women age 15-49 years who are anaemic22 (%),51.8,48.8,,
Andhra Pradesh,AP,Chittoor,85. All women age 15-19 years who are anaemic22 (%),43.9,52.0,,
Andhra Pradesh,AP,Chittoor,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.9,,,
Andhra Pradesh,AP,Chittoor,87. Blood sugar level - very high (>160 mg/dl)23 (%),8.4,,,
Andhra Pradesh,AP,Chittoor,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.2,,,
Andhra Pradesh,AP,Chittoor,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.2,,,
Andhra Pradesh,AP,Chittoor,90. Blood sugar level - very high (>160 mg/dl)23 (%),12.3,,,
Andhra Pradesh,AP,Chittoor,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),22.4,,,
Andhra Pradesh,AP,Chittoor,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,,,
Andhra Pradesh,AP,Chittoor,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,,,
Andhra Pradesh,AP,Chittoor,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.7,,,
Andhra Pradesh,AP,Chittoor,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.8,,,
Andhra Pradesh,AP,Chittoor,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,,,
Andhra Pradesh,AP,Chittoor,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.1,,,
Andhra Pradesh,AP,Chittoor,98. Ever undergone a screening test for cervical cancer (%),2.2,,,
Andhra Pradesh,AP,Chittoor,99. Ever undergone a breast examination for breast cancer (%),0.3,,,
Andhra Pradesh,AP,Chittoor,100. Ever undergone an oral cavity examination for oral cancer (%),4.0,,,
Andhra Pradesh,AP,Chittoor,101. Women age 15 years and above who use any kind of tobacco (%),4.3,,,
Andhra Pradesh,AP,Chittoor,102. Men age 15 years and above who use any kind of tobacco (%),18.7,,,
Andhra Pradesh,AP,Chittoor,103. Women age 15 years and above who consume alcohol (%),0.4,,,
Andhra Pradesh,AP,Chittoor,104. Men age 15 years and above who consume alcohol (%),18.3,,,
Andhra Pradesh,AP,East Godavari,1. Female population age 6 years and above who ever attended school (%),75.4,69.0,,
Andhra Pradesh,AP,East Godavari,2. Population below age 15 years (%),20.5,21.8,,
Andhra Pradesh,AP,East Godavari,"3. Sex ratio of the total population (females per 1,000 males)",995.0,927.0,,
Andhra Pradesh,AP,East Godavari,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",882.0,1008.0,,
Andhra Pradesh,AP,East Godavari,5. Children under age 5 years whose birth was registered with the civil authority (%),93.0,84.3,,
Andhra Pradesh,AP,East Godavari,6. Deaths in the last 3 years registered with the civil authority (%),68.2,,,
Andhra Pradesh,AP,East Godavari,7. Population living in households with electricity (%),98.8,99.4,,
Andhra Pradesh,AP,East Godavari,8. Population living in households with an improved drinking-water source1 (%),97.9,97.7,,
Andhra Pradesh,AP,East Godavari,9. Population living in households that use an improved sanitation facility2 (%),77.7,58.4,,
Andhra Pradesh,AP,East Godavari,10. Households using clean fuel for cooking3 (%),80.3,50.3,,
Andhra Pradesh,AP,East Godavari,11. Households using iodized salt (%),81.2,82.3,,
Andhra Pradesh,AP,East Godavari,12. Households with any usual member covered under a health insurance/financing scheme (%),66.4,70.9,,
Andhra Pradesh,AP,East Godavari,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.2,,Based on 25-49 unweighted cases,
Andhra Pradesh,AP,East Godavari,14. Women who are literate4 (%),77.9,,,
Andhra Pradesh,AP,East Godavari,15. Women with 10 or more years of schooling (%),43.2,35.5,,
Andhra Pradesh,AP,East Godavari,16. Women age 20-24 years married before age 18 years (%),26.0,31.6,,
Andhra Pradesh,AP,East Godavari,17. Births in the 5 years preceding the survey that are third or higher order (%),1.3,1.4,,
Andhra Pradesh,AP,East Godavari,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.2,12.8,,
