State,State-Code,District,Indicator,NFHS-5,NFHS-4,NFHS-5-note,NFHS-4-note
Karnataka,KA,Bagalkot,44. Home births that were conducted by skilled health personnel10 (%),2.8,6.9,,
Karnataka,KA,Bagalkot,45. Births attended by skilled health personnel10 (%),91.4,98.3,,
Karnataka,KA,Bagalkot,46. Births delivered by caesarean section (%),31.0,14.3,,
Karnataka,KA,Bagalkot,47. Births in a private health facility that were delivered by caesarean section (%),60.0,29.3,,
Karnataka,KA,Bagalkot,48. Births in a public health facility that were delivered by caesarean section (%),14.2,7.1,,
Karnataka,KA,Bagalkot,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),78.6,75.9,,
Karnataka,KA,Bagalkot,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),79.5,80.9,,Based on 25-49 unweighted cases
Karnataka,KA,Bagalkot,51. Children age 12-23 months who have received BCG (%),95.5,97.3,,
Karnataka,KA,Bagalkot,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),84.0,80.2,,
Karnataka,KA,Bagalkot,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.0,95.6,,
Karnataka,KA,Bagalkot,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.1,93.8,,
Karnataka,KA,Bagalkot,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.0,,,
Karnataka,KA,Bagalkot,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),0.0,,,
Karnataka,KA,Bagalkot,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.7,75.9,,
Karnataka,KA,Bagalkot,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.0,91.5,,
Karnataka,KA,Bagalkot,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.8,91.8,,
Karnataka,KA,Bagalkot,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.2,8.3,,
Karnataka,KA,Bagalkot,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.3,3.2,,
Karnataka,KA,Bagalkot,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.1,0.5,,
Karnataka,KA,Bagalkot,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.1,,,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,67. Children under age 3 years breastfed within one hour of birth15 (%),30.2,61.2,,
Karnataka,KA,Bagalkot,68. Children under age 6 months exclusively breastfed16 (%),50.4,70.6,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Karnataka,KA,Bagalkot,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",5.1,6.7,,
Karnataka,KA,Bagalkot,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bagalkot,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",6.1,6.8,,
Karnataka,KA,Bagalkot,73. Children under 5 years who are stunted (height-for-age)18 (%),48.3,47.3,,
Karnataka,KA,Bagalkot,74. Children under 5 years who are wasted (weight-for-height)18 (%),16.9,24.6,,
Karnataka,KA,Bagalkot,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),4.4,8.1,,
Karnataka,KA,Bagalkot,76. Children under 5 years who are underweight (weight-for-age)18 (%),42.3,44.6,,
Karnataka,KA,Bagalkot,77. Children under 5 years who are overweight (weight-for-height)20 (%),2.4,2.3,,
Karnataka,KA,Bagalkot,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),17.1,21.3,,
Karnataka,KA,Bagalkot,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),28.6,16.6,,
Karnataka,KA,Bagalkot,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),40.5,,,
Karnataka,KA,Bagalkot,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),63.8,62.6,,
Karnataka,KA,Bagalkot,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),47.9,39.9,,
Karnataka,KA,Bagalkot,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),49.5,55.7,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Karnataka,KA,Bagalkot,84. All women age 15-49 years who are anaemic22 (%),48.0,40.8,,
Karnataka,KA,Bagalkot,85. All women age 15-19 years who are anaemic22 (%),50.7,41.9,,
Karnataka,KA,Bagalkot,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.4,,,
Karnataka,KA,Bagalkot,87. Blood sugar level - very high (>160 mg/dl)23 (%),5.4,,,
Karnataka,KA,Bagalkot,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.8,,,
Karnataka,KA,Bagalkot,89. Blood sugar level - high (141-160 mg/dl)23 (%),6.0,,,
Karnataka,KA,Bagalkot,90. Blood sugar level - very high (>160 mg/dl)23 (%),5.9,,,
Karnataka,KA,Bagalkot,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),12.8,,,
Karnataka,KA,Bagalkot,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,,,
Karnataka,KA,Bagalkot,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,,,
Karnataka,KA,Bagalkot,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.1,,,
Karnataka,KA,Bagalkot,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,,,
Karnataka,KA,Bagalkot,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,,,
Karnataka,KA,Bagalkot,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0,,,
Karnataka,KA,Bagalkot,98. Ever undergone a screening test for cervical cancer (%),0.6,,,
Karnataka,KA,Bagalkot,99. Ever undergone a breast examination for breast cancer (%),0.2,,,
Karnataka,KA,Bagalkot,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,,,
Karnataka,KA,Bagalkot,101. Women age 15 years and above who use any kind of tobacco (%),10.7,,,
Karnataka,KA,Bagalkot,102. Men age 15 years and above who use any kind of tobacco (%),33.7,,,
Karnataka,KA,Bagalkot,103. Women age 15 years and above who consume alcohol (%),0.6,,,
Karnataka,KA,Bagalkot,104. Men age 15 years and above who consume alcohol (%),14.8,,,
Karnataka,KA,Bangalore Rural,1. Female population age 6 years and above who ever attended school (%),74.3,70.8,,
Karnataka,KA,Bangalore Rural,2. Population below age 15 years (%),20.5,23.0,,
Karnataka,KA,Bangalore Rural,"3. Sex ratio of the total population (females per 1,000 males)",986.0,994.0,,
Karnataka,KA,Bangalore Rural,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1177.0,1313.0,,
Karnataka,KA,Bangalore Rural,5. Children under age 5 years whose birth was registered with the civil authority (%),99.0,97.9,,
Karnataka,KA,Bangalore Rural,6. Deaths in the last 3 years registered with the civil authority (%),94.5,,,
Karnataka,KA,Bangalore Rural,7. Population living in households with electricity (%),99.2,98.8,,
Karnataka,KA,Bangalore Rural,8. Population living in households with an improved drinking-water source1 (%),97.9,99.6,,
Karnataka,KA,Bangalore Rural,9. Population living in households that use an improved sanitation facility2 (%),88.8,77.7,,
Karnataka,KA,Bangalore Rural,10. Households using clean fuel for cooking3 (%),93.6,64.5,,
Karnataka,KA,Bangalore Rural,11. Households using iodized salt (%),95.6,83.0,,
Karnataka,KA,Bangalore Rural,12. Households with any usual member covered under a health insurance/financing scheme (%),34.9,38.6,,
Karnataka,KA,Bangalore Rural,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.4,,,
Karnataka,KA,Bangalore Rural,14. Women who are literate4 (%),83.8,,,
Karnataka,KA,Bangalore Rural,15. Women with 10 or more years of schooling (%),56.3,49.6,,
Karnataka,KA,Bangalore Rural,16. Women age 20-24 years married before age 18 years (%),14.1,21.0,,
Karnataka,KA,Bangalore Rural,17. Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.4,,
Karnataka,KA,Bangalore Rural,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.4,12.0,,
Karnataka,KA,Bangalore Rural,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),97.6,83.9,,
Karnataka,KA,Bangalore Rural,20. Any method6 (%),77.5,58.2,,
Karnataka,KA,Bangalore Rural,21. Any modern method6 (%),76.3,57.9,,
Karnataka,KA,Bangalore Rural,22. Female sterilization (%),65.7,56.1,,
Karnataka,KA,Bangalore Rural,23. Male sterilization (%),0.1,0.0,,
Karnataka,KA,Bangalore Rural,24. IUD/PPIUD (%),3.2,0.9,,
Karnataka,KA,Bangalore Rural,25. Pill (%),1.7,0.0,,
Karnataka,KA,Bangalore Rural,26. Condom (%),3.5,0.9,,
Karnataka,KA,Bangalore Rural,27. Injectables (%),0.8,0.0,,
Karnataka,KA,Bangalore Rural,28. Total unmet need7 (%),5.9,11.2,,
Karnataka,KA,Bangalore Rural,29. Unmet need for spacing7 (%),4.1,7.6,,
Karnataka,KA,Bangalore Rural,30. Health worker ever talked to female non-users about family planning (%),46.6,18.8,,
Karnataka,KA,Bangalore Rural,31. Current users ever told about side effects of current method8 (%),85.8,27.7,,
Karnataka,KA,Bangalore Rural,32. Mothers who had an antenatal check-up in the first trimester (%),81.8,71.1,,
Karnataka,KA,Bangalore Rural,33. Mothers who had at least 4 antenatal care visits (%),90.9,75.6,,
Karnataka,KA,Bangalore Rural,34. Mothers whose last birth was protected against neonatal tetanus9 (%),100.0,87.6,,
Karnataka,KA,Bangalore Rural,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),67.0,46.5,,
Karnataka,KA,Bangalore Rural,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.8,38.2,,
Karnataka,KA,Bangalore Rural,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.4,95.6,,
Karnataka,KA,Bangalore Rural,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.7,62.0,,
Karnataka,KA,Bangalore Rural,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4836.0,5600.0,,
Karnataka,KA,Bangalore Rural,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.0,,,
Karnataka,KA,Bangalore Rural,42. Institutional births (%),100.0,98.5,,
Karnataka,KA,Bangalore Rural,43. Institutional births in public facility (%),72.0,63.0,,
Karnataka,KA,Bangalore Rural,44. Home births that were conducted by skilled health personnel10 (%),0.0,1.1,,
Karnataka,KA,Bangalore Rural,45. Births attended by skilled health personnel10 (%),97.9,99.6,,
Karnataka,KA,Bangalore Rural,46. Births delivered by caesarean section (%),43.6,30.5,,
Karnataka,KA,Bangalore Rural,47. Births in a private health facility that were delivered by caesarean section (%),60.5,45.0,,
Karnataka,KA,Bangalore Rural,48. Births in a public health facility that were delivered by caesarean section (%),37.0,23.0,,
Karnataka,KA,Bangalore Rural,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),92.7,64.1,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),92.5,77.6,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,51. Children age 12-23 months who have received BCG (%),100.0,100.0,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),94.3,77.7,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.4,85.5,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,83.1,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.1,,,
Karnataka,KA,Bangalore Rural,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),4.3,,,
Karnataka,KA,Bangalore Rural,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.6,66.5,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.9,90.8,,
Karnataka,KA,Bangalore Rural,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,89.4,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,10.6,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.2,4.2,,
Karnataka,KA,Bangalore Rural,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,2.5,,
Karnataka,KA,Bangalore Rural,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,67. Children under age 3 years breastfed within one hour of birth15 (%),59.8,54.0,,
Karnataka,KA,Bangalore Rural,68. Children under age 6 months exclusively breastfed16 (%),,65.5,Percentage not shown; based on fewer than 25 unweighted cases,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",15.7,2.1,,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,20.8,Percentage not shown; based on fewer than 25 unweighted cases,Based on 25-49 unweighted cases
Karnataka,KA,Bangalore Rural,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",17.6,8.4,,
Karnataka,KA,Bangalore Rural,73. Children under 5 years who are stunted (height-for-age)18 (%),36.6,28.7,,
Karnataka,KA,Bangalore Rural,74. Children under 5 years who are wasted (weight-for-height)18 (%),16.2,22.8,,
Karnataka,KA,Bangalore Rural,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),9.4,6.7,,
Karnataka,KA,Bangalore Rural,76. Children under 5 years who are underweight (weight-for-age)18 (%),23.8,26.5,,
Karnataka,KA,Bangalore Rural,77. Children under 5 years who are overweight (weight-for-height)20 (%),6.0,3.8,,
Karnataka,KA,Bangalore Rural,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),14.1,21.3,,
Karnataka,KA,Bangalore Rural,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),33.2,24.5,,
Karnataka,KA,Bangalore Rural,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),60.2,,,
Karnataka,KA,Bangalore Rural,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),60.8,48.8,,
Karnataka,KA,Bangalore Rural,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),44.6,46.6,,
Karnataka,KA,Bangalore Rural,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),33.6,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Karnataka,KA,Bangalore Rural,84. All women age 15-49 years who are anaemic22 (%),44.2,46.2,,
Karnataka,KA,Bangalore Rural,85. All women age 15-19 years who are anaemic22 (%),43.9,49.6,,
Karnataka,KA,Bangalore Rural,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.9,,,
Karnataka,KA,Bangalore Rural,87. Blood sugar level - very high (>160 mg/dl)23 (%),6.2,,,
Karnataka,KA,Bangalore Rural,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.6,,,
Karnataka,KA,Bangalore Rural,89. Blood sugar level - high (141-160 mg/dl)23 (%),5.6,,,
Karnataka,KA,Bangalore Rural,90. Blood sugar level - very high (>160 mg/dl)23 (%),10.6,,,
Karnataka,KA,Bangalore Rural,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.7,,,
Karnataka,KA,Bangalore Rural,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.6,,,
Karnataka,KA,Bangalore Rural,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.4,,,
Karnataka,KA,Bangalore Rural,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.7,,,
Karnataka,KA,Bangalore Rural,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.9,,,
Karnataka,KA,Bangalore Rural,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.0,,,
Karnataka,KA,Bangalore Rural,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.8,,,
Karnataka,KA,Bangalore Rural,98. Ever undergone a screening test for cervical cancer (%),0.9,,,
Karnataka,KA,Bangalore Rural,99. Ever undergone a breast examination for breast cancer (%),0.2,,,
Karnataka,KA,Bangalore Rural,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,,,
Karnataka,KA,Bangalore Rural,101. Women age 15 years and above who use any kind of tobacco (%),13.1,,,
Karnataka,KA,Bangalore Rural,102. Men age 15 years and above who use any kind of tobacco (%),24.8,,,
Karnataka,KA,Bangalore Rural,103. Women age 15 years and above who consume alcohol (%),1.5,,,
Karnataka,KA,Bangalore Rural,104. Men age 15 years and above who consume alcohol (%),17.8,,,
Karnataka,KA,Bangalore,1. Female population age 6 years and above who ever attended school (%),85.7,84.4,,
Karnataka,KA,Bangalore,2. Population below age 15 years (%),20.6,22.1,,
Karnataka,KA,Bangalore,"3. Sex ratio of the total population (females per 1,000 males)",1006.0,898.0,,
Karnataka,KA,Bangalore,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1163.0,727.0,,
Karnataka,KA,Bangalore,5. Children under age 5 years whose birth was registered with the civil authority (%),99.3,93.6,,
Karnataka,KA,Bangalore,6. Deaths in the last 3 years registered with the civil authority (%),91.0,,,
Karnataka,KA,Bangalore,7. Population living in households with electricity (%),98.8,99.6,,
Karnataka,KA,Bangalore,8. Population living in households with an improved drinking-water source1 (%),99.2,97.8,,
Karnataka,KA,Bangalore,9. Population living in households that use an improved sanitation facility2 (%),90.4,88.4,,
Karnataka,KA,Bangalore,10. Households using clean fuel for cooking3 (%),97.2,93.9,,
Karnataka,KA,Bangalore,11. Households using iodized salt (%),99.4,95.9,,
Karnataka,KA,Bangalore,12. Households with any usual member covered under a health insurance/financing scheme (%),28.8,15.4,,
Karnataka,KA,Bangalore,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),23.4,,Based on 25-49 unweighted cases,
Karnataka,KA,Bangalore,14. Women who are literate4 (%),87.3,,,
Karnataka,KA,Bangalore,15. Women with 10 or more years of schooling (%),70.1,67.6,,
Karnataka,KA,Bangalore,16. Women age 20-24 years married before age 18 years (%),14.5,11.6,,
Karnataka,KA,Bangalore,17. Births in the 5 years preceding the survey that are third or higher order (%),2.0,0.0,,
Karnataka,KA,Bangalore,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,4.6,,
Karnataka,KA,Bangalore,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),98.5,90.8,,
Karnataka,KA,Bangalore,20. Any method6 (%),73.2,45.3,,
Karnataka,KA,Bangalore,21. Any modern method6 (%),73.0,44.1,,
Karnataka,KA,Bangalore,22. Female sterilization (%),55.2,38.7,,
Karnataka,KA,Bangalore,23. Male sterilization (%),0.0,0.2,,
Karnataka,KA,Bangalore,24. IUD/PPIUD (%),3.4,0.8,,
Karnataka,KA,Bangalore,25. Pill (%),2.9,0.9,,
Karnataka,KA,Bangalore,26. Condom (%),9.1,3.6,,
Karnataka,KA,Bangalore,27. Injectables (%),0.5,0.0,,
Karnataka,KA,Bangalore,28. Total unmet need7 (%),4.7,13.8,,
Karnataka,KA,Bangalore,29. Unmet need for spacing7 (%),3.0,7.8,,
Karnataka,KA,Bangalore,30. Health worker ever talked to female non-users about family planning (%),54.7,15.6,,
Karnataka,KA,Bangalore,31. Current users ever told about side effects of current method8 (%),90.7,32.4,,
Karnataka,KA,Bangalore,32. Mothers who had an antenatal check-up in the first trimester (%),75.3,51.4,,
Karnataka,KA,Bangalore,33. Mothers who had at least 4 antenatal care visits (%),74.6,48.1,,
Karnataka,KA,Bangalore,34. Mothers whose last birth was protected against neonatal tetanus9 (%),98.4,84.2,,
Karnataka,KA,Bangalore,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,49.2,,
Karnataka,KA,Bangalore,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),46.3,40.9,,
Karnataka,KA,Bangalore,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,79.4,,
