State,State-Code,District,Indicator,NFHS-5,NFHS-4
Bihar,BR,Araria,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),46.4,43.2
Bihar,BR,Araria,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),3606.0,2425.0
Bihar,BR,Araria,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.6,3.0
Bihar,BR,Araria,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),48.2,
Bihar,BR,Araria,42. Institutional births (%),66.2,51.6
Bihar,BR,Araria,43. Institutional births in public facility (%),51.5,44.0
Bihar,BR,Araria,44. Home births that were conducted by skilled health personnel10 (%),6.5,11.0
Bihar,BR,Araria,45. Births attended by skilled health personnel10 (%),70.3,61.9
Bihar,BR,Araria,46. Births delivered by caesarean section (%),9.2,5.5
Bihar,BR,Araria,47. Births in a private health facility that were delivered by caesarean section (%),45.2,55.0
Bihar,BR,Araria,48. Births in a public health facility that were delivered by caesarean section (%),4.9,3.1
Bihar,BR,Araria,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),61.6,53.9
Bihar,BR,Araria,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),71.1,75.6
Bihar,BR,Araria,51. Children age 12-23 months who have received BCG (%),90.0,89.6
Bihar,BR,Araria,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),67.3,66.2
Bihar,BR,Araria,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),77.4,75.9
Bihar,BR,Araria,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.0,72.6
Bihar,BR,Araria,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.3,
Bihar,BR,Araria,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),0.0,
Bihar,BR,Araria,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),74.2,61.9
Bihar,BR,Araria,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),57.1,61.0
Bihar,BR,Araria,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.7,92.5
Bihar,BR,Araria,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,5.8
Bihar,BR,Araria,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),16.3,14.4
Bihar,BR,Araria,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),50.5,47.2
Bihar,BR,Araria,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),9.2,17.4
Bihar,BR,Araria,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),65.9,48.7
Bihar,BR,Araria,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.0,3.8
Bihar,BR,Araria,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),57.9,51.9
Bihar,BR,Araria,67. Children under age 3 years breastfed within one hour of birth15 (%),30.6,29.6
Bihar,BR,Araria,68. Children under age 6 months exclusively breastfed16 (%),69.0,51.2
Bihar,BR,Araria,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),35.9,30.9
Bihar,BR,Araria,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.1,11.9
Bihar,BR,Araria,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",10.7,
Bihar,BR,Araria,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",12.8,10.7
Bihar,BR,Araria,73. Children under 5 years who are stunted (height-for-age)18 (%),49.9,48.4
Bihar,BR,Araria,74. Children under 5 years who are wasted (weight-for-height)18 (%),23.9,22.8
Bihar,BR,Araria,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.2,7.2
Bihar,BR,Araria,76. Children under 5 years who are underweight (weight-for-age)18 (%),47.8,45.4
Bihar,BR,Araria,77. Children under 5 years who are overweight (weight-for-height)20 (%),3.0,0.5
Bihar,BR,Araria,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),30.4,38.3
Bihar,BR,Araria,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),9.9,6.2
Bihar,BR,Araria,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),57.2,
Bihar,BR,Araria,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),75.8,61.8
Bihar,BR,Araria,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),67.7,66.3
Bihar,BR,Araria,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),70.5,58.4
Bihar,BR,Araria,84. All women age 15-49 years who are anaemic22 (%),67.9,65.6
Bihar,BR,Araria,85. All women age 15-19 years who are anaemic22 (%),64.0,63.1
Bihar,BR,Araria,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.9,
Bihar,BR,Araria,87. Blood sugar level - very high (>160 mg/dl)23 (%),6.4,
Bihar,BR,Araria,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.6,
Bihar,BR,Araria,89. Blood sugar level - high (141-160 mg/dl)23 (%),10.1,
Bihar,BR,Araria,90. Blood sugar level - very high (>160 mg/dl)23 (%),7.8,
Bihar,BR,Araria,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),18.8,
Bihar,BR,Araria,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),5.0,
Bihar,BR,Araria,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9,
Bihar,BR,Araria,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.1,
Bihar,BR,Araria,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.9,
Bihar,BR,Araria,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,
Bihar,BR,Araria,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.8,
Bihar,BR,Araria,98.Ever undergone a screening test for cervical cancer (%),1.1,
Bihar,BR,Araria,99.Ever undergone a breast examination for breast cancer (%),0.7,
Bihar,BR,Araria,100. Ever undergone an oral cavity examination for oral cancer (%),0.7,
Bihar,BR,Araria,101. Women age 15 years and above who use any kind of tobacco (%),12.3,
Bihar,BR,Araria,102. Men age 15 years and above who use any kind of tobacco (%),53.2,
Bihar,BR,Araria,103. Women age 15 years and above who consume alcohol (%),0.2,
Bihar,BR,Araria,104. Men age 15 years and above who consume alcohol (%),8.4,
Bihar,BR,Arwal,1. Female population age 6 years and above who ever attended school (%),62.6,59.3
Bihar,BR,Arwal,2. Population below age 15 years (%),36.6,38.2
Bihar,BR,Arwal,"3. Sex ratio of the total population (females per 1,000 males)",1076.0,1145.0
Bihar,BR,Arwal,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",815.0,932.0
Bihar,BR,Arwal,5. Children under age 5 years whose birth was registered with the civil authority (%),69.9,88.8
Bihar,BR,Arwal,6. Deaths in the last 3 years registered with the civil authority (%),34.2,
Bihar,BR,Arwal,7. Population living in households with electricity (%),97.4,48.2
Bihar,BR,Arwal,8. Population living in households with an improved drinking-water source1 (%),99.9,99.4
Bihar,BR,Arwal,9. Population living in households that use an improved sanitation facility2 (%),43.4,22.6
Bihar,BR,Arwal,10. Households using clean fuel for cooking3 (%),29.3,10.2
Bihar,BR,Arwal,11. Households using iodized salt (%),90.1,92.7
Bihar,BR,Arwal,12. Households with any usual member covered under a health insurance/financing scheme (%),15.6,25.0
Bihar,BR,Arwal,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.9,
Bihar,BR,Arwal,14. Women who are literate4 (%),62.5,
Bihar,BR,Arwal,15. Women with 10 or more years of schooling (%),32.9,30.6
Bihar,BR,Arwal,16. Women age 20-24 years married before age 18 years (%),37.5,41.5
Bihar,BR,Arwal,17. Births in the 5 years preceding the survey that are third or higher order (%),3.2,4.3
Bihar,BR,Arwal,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.8,9.7
Bihar,BR,Arwal,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),54.5,23.4
Bihar,BR,Arwal,20. Any method6 (%),60.5,29.0
Bihar,BR,Arwal,21. Any modern method6 (%),42.8,27.2
Bihar,BR,Arwal,22. Female sterilization (%),35.4,24.8
Bihar,BR,Arwal,23. Male sterilization (%),0.1,0.0
Bihar,BR,Arwal,24. IUD/PPIUD (%),0.5,0.5
Bihar,BR,Arwal,25. Pill (%),1.6,0.4
Bihar,BR,Arwal,26. Condom (%),3.4,1.3
Bihar,BR,Arwal,27. Injectables (%),1.0,0.2
Bihar,BR,Arwal,28. Total unmet need7 (%),12.2,20.8
Bihar,BR,Arwal,29. Unmet need for spacing7 (%),5.4,9.9
Bihar,BR,Arwal,30. Health worker ever talked to female non-users about family planning (%),27.1,10.7
Bihar,BR,Arwal,31. Current users ever told about side effects of current method8 (%),56.0,29.3
Bihar,BR,Arwal,32. Mothers who had an antenatal check-up in the first trimester (%),57.4,44.3
Bihar,BR,Arwal,33. Mothers who had at least 4 antenatal care visits (%),34.5,11.5
Bihar,BR,Arwal,34. Mothers whose last birth was protected against neonatal tetanus9 (%),94.2,95.3
Bihar,BR,Arwal,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.2,6.0
Bihar,BR,Arwal,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.9,1.6
Bihar,BR,Arwal,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,93.0
Bihar,BR,Arwal,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.1,50.1
Bihar,BR,Arwal,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1933.0,1247.0
Bihar,BR,Arwal,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),4.1,0.0
Bihar,BR,Arwal,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.1,
Bihar,BR,Arwal,42. Institutional births (%),79.2,69.9
Bihar,BR,Arwal,43. Institutional births in public facility (%),58.6,57.4
Bihar,BR,Arwal,44. Home births that were conducted by skilled health personnel10 (%),5.4,4.1
Bihar,BR,Arwal,45. Births attended by skilled health personnel10 (%),83.1,70.6
Bihar,BR,Arwal,46. Births delivered by caesarean section (%),12.7,6.7
Bihar,BR,Arwal,47. Births in a private health facility that were delivered by caesarean section (%),57.3,43.5
Bihar,BR,Arwal,48. Births in a public health facility that were delivered by caesarean section (%),1.5,2.2
Bihar,BR,Arwal,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),84.2,74.1
Bihar,BR,Arwal,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),89.0,89.9
Bihar,BR,Arwal,51. Children age 12-23 months who have received BCG (%),97.3,100.0
Bihar,BR,Arwal,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),85.0,81.6
Bihar,BR,Arwal,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.9,91.1
Bihar,BR,Arwal,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.7,91.1
Bihar,BR,Arwal,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),51.4,
Bihar,BR,Arwal,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),4.2,
Bihar,BR,Arwal,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),92.2,78.5
Bihar,BR,Arwal,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),57.1,60.0
Bihar,BR,Arwal,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,96.9
Bihar,BR,Arwal,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.7,3.1
Bihar,BR,Arwal,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),13.4,9.2
Bihar,BR,Arwal,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),57.5,40.6
Bihar,BR,Arwal,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),51.2,18.6
Bihar,BR,Arwal,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),83.1,37.8
Bihar,BR,Arwal,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.0,1.6
Bihar,BR,Arwal,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),86.3,46.4
Bihar,BR,Arwal,67. Children under age 3 years breastfed within one hour of birth15 (%),44.1,39.3
Bihar,BR,Arwal,68. Children under age 6 months exclusively breastfed16 (%),48.3,43.2
Bihar,BR,Arwal,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),61.7,44.2
Bihar,BR,Arwal,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",10.3,3.2
Bihar,BR,Arwal,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",15.8,9.8
Bihar,BR,Arwal,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.5,4.1
Bihar,BR,Arwal,73. Children under 5 years who are stunted (height-for-age)18 (%),45.6,50.2
Bihar,BR,Arwal,74. Children under 5 years who are wasted (weight-for-height)18 (%),36.8,30.7
Bihar,BR,Arwal,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),14.8,16.4
Bihar,BR,Arwal,76. Children under 5 years who are underweight (weight-for-age)18 (%),52.9,54.0
Bihar,BR,Arwal,77. Children under 5 years who are overweight (weight-for-height)20 (%),2.9,1.0
Bihar,BR,Arwal,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),31.9,30.8
Bihar,BR,Arwal,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),12.4,7.8
Bihar,BR,Arwal,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),51.3,
Bihar,BR,Arwal,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),65.8,66.8
Bihar,BR,Arwal,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),66.6,57.3
Bihar,BR,Arwal,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),70.4,57.8
Bihar,BR,Arwal,84. All women age 15-49 years who are anaemic22 (%),66.9,57.4
Bihar,BR,Arwal,85. All women age 15-19 years who are anaemic22 (%),66.3,66.1
Bihar,BR,Arwal,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.3,
Bihar,BR,Arwal,87. Blood sugar level - very high (>160 mg/dl)23 (%),4.1,
Bihar,BR,Arwal,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),10.9,
Bihar,BR,Arwal,89. Blood sugar level - high (141-160 mg/dl)23 (%),9.3,
Bihar,BR,Arwal,90. Blood sugar level - very high (>160 mg/dl)23 (%),5.8,
Bihar,BR,Arwal,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.9,
Bihar,BR,Arwal,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.6,
Bihar,BR,Arwal,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,
Bihar,BR,Arwal,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.9,
Bihar,BR,Arwal,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.0,
Bihar,BR,Arwal,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,
Bihar,BR,Arwal,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.0,
Bihar,BR,Arwal,98.Ever undergone a screening test for cervical cancer (%),0.4,
Bihar,BR,Arwal,99.Ever undergone a breast examination for breast cancer (%),0.2,
Bihar,BR,Arwal,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,
Bihar,BR,Arwal,101. Women age 15 years and above who use any kind of tobacco (%),2.4,
Bihar,BR,Arwal,102. Men age 15 years and above who use any kind of tobacco (%),47.9,
Bihar,BR,Arwal,103. Women age 15 years and above who consume alcohol (%),0.6,
Bihar,BR,Arwal,104. Men age 15 years and above who consume alcohol (%),25.2,
Bihar,BR,Aurangabad,1. Female population age 6 years and above who ever attended school (%),65.0,61.2
Bihar,BR,Aurangabad,2. Population below age 15 years (%),35.2,36.7
Bihar,BR,Aurangabad,"3. Sex ratio of the total population (females per 1,000 males)",1074.0,1084.0
Bihar,BR,Aurangabad,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",886.0,905.0
Bihar,BR,Aurangabad,5. Children under age 5 years whose birth was registered with the civil authority (%),75.4,57.2
Bihar,BR,Aurangabad,6. Deaths in the last 3 years registered with the civil authority (%),33.9,
Bihar,BR,Aurangabad,7. Population living in households with electricity (%),97.7,59.8
Bihar,BR,Aurangabad,8. Population living in households with an improved drinking-water source1 (%),100.0,98.5
Bihar,BR,Aurangabad,9. Population living in households that use an improved sanitation facility2 (%),47.1,27.5
Bihar,BR,Aurangabad,10. Households using clean fuel for cooking3 (%),38.9,16.6
Bihar,BR,Aurangabad,11. Households using iodized salt (%),92.4,93.7
Bihar,BR,Aurangabad,12. Households with any usual member covered under a health insurance/financing scheme (%),15.4,20.5
Bihar,BR,Aurangabad,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.0,
Bihar,BR,Aurangabad,14. Women who are literate4 (%),67.6,
Bihar,BR,Aurangabad,15. Women with 10 or more years of schooling (%),36.9,32.1
Bihar,BR,Aurangabad,16. Women age 20-24 years married before age 18 years (%),27.3,34.2
Bihar,BR,Aurangabad,17. Births in the 5 years preceding the survey that are third or higher order (%),3.6,3.3
Bihar,BR,Aurangabad,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.3,7.2
Bihar,BR,Aurangabad,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),68.4,40.9
Bihar,BR,Aurangabad,20. Any method6 (%),69.4,32.8
Bihar,BR,Aurangabad,21. Any modern method6 (%),53.5,32.8
Bihar,BR,Aurangabad,22. Female sterilization (%),44.2,30.5
Bihar,BR,Aurangabad,23. Male sterilization (%),0.0,0.2
Bihar,BR,Aurangabad,24. IUD/PPIUD (%),0.9,0.6
Bihar,BR,Aurangabad,25. Pill (%),2.5,0.5
Bihar,BR,Aurangabad,26. Condom (%),4.3,0.8
Bihar,BR,Aurangabad,27. Injectables (%),0.6,0.3
Bihar,BR,Aurangabad,28. Total unmet need7 (%),7.2,19.9
Bihar,BR,Aurangabad,29. Unmet need for spacing7 (%),3.5,10.5
Bihar,BR,Aurangabad,30. Health worker ever talked to female non-users about family planning (%),26.6,10.2
Bihar,BR,Aurangabad,31. Current users ever told about side effects of current method8 (%),52.8,31.5
Bihar,BR,Aurangabad,32. Mothers who had an antenatal check-up in the first trimester (%),53.6,42.2
Bihar,BR,Aurangabad,33. Mothers who had at least 4 antenatal care visits (%),29.3,16.2
Bihar,BR,Aurangabad,34. Mothers whose last birth was protected against neonatal tetanus9 (%),93.2,98.3
Bihar,BR,Aurangabad,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),20.3,7.6
Bihar,BR,Aurangabad,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.4,1.3
Bihar,BR,Aurangabad,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.3,75.0
Bihar,BR,Aurangabad,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.5,58.3
Bihar,BR,Aurangabad,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1804.0,1923.0
Bihar,BR,Aurangabad,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.4,0.9
Bihar,BR,Aurangabad,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.0,
Bihar,BR,Aurangabad,42. Institutional births (%),77.5,71.5
Bihar,BR,Aurangabad,43. Institutional births in public facility (%),61.9,52.0
Bihar,BR,Aurangabad,44. Home births that were conducted by skilled health personnel10 (%),9.1,3.4
Bihar,BR,Aurangabad,45. Births attended by skilled health personnel10 (%),84.6,74.0
Bihar,BR,Aurangabad,46. Births delivered by caesarean section (%),10.2,11.2
Bihar,BR,Aurangabad,47. Births in a private health facility that were delivered by caesarean section (%),52.7,47.1
Bihar,BR,Aurangabad,48. Births in a public health facility that were delivered by caesarean section (%),3.1,3.8
Bihar,BR,Aurangabad,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),89.7,77.6
Bihar,BR,Aurangabad,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),90.6,80.7
Bihar,BR,Aurangabad,51. Children age 12-23 months who have received BCG (%),99.4,96.7
Bihar,BR,Aurangabad,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),91.3,87.7
Bihar,BR,Aurangabad,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.9,95.4
Bihar,BR,Aurangabad,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.8,88.3
Bihar,BR,Aurangabad,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.3,
Bihar,BR,Aurangabad,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),6.1,
Bihar,BR,Aurangabad,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.2,75.8
Bihar,BR,Aurangabad,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),63.9,59.5
Bihar,BR,Aurangabad,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.2,98.3
Bihar,BR,Aurangabad,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Bihar,BR,Aurangabad,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.1,6.0
Bihar,BR,Aurangabad,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),64.4,15.8
Bihar,BR,Aurangabad,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),36.9,15.3
Bihar,BR,Aurangabad,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),83.5,42.5
Bihar,BR,Aurangabad,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.5,1.2
Bihar,BR,Aurangabad,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.4,61.0
Bihar,BR,Aurangabad,67. Children under age 3 years breastfed within one hour of birth15 (%),35.5,42.8
Bihar,BR,Aurangabad,68. Children under age 6 months exclusively breastfed16 (%),61.8,51.9
Bihar,BR,Aurangabad,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,48.3
Bihar,BR,Aurangabad,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",6.3,9.2
Bihar,BR,Aurangabad,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Bihar,BR,Aurangabad,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",5.8,9.1
Bihar,BR,Aurangabad,73. Children under 5 years who are stunted (height-for-age)18 (%),41.2,48.3
Bihar,BR,Aurangabad,74. Children under 5 years who are wasted (weight-for-height)18 (%),32.9,24.8
Bihar,BR,Aurangabad,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),18.5,7.2
Bihar,BR,Aurangabad,76. Children under 5 years who are underweight (weight-for-age)18 (%),48.7,47.6
Bihar,BR,Aurangabad,77. Children under 5 years who are overweight (weight-for-height)20 (%),4.7,1.0
Bihar,BR,Aurangabad,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),25.8,30.9
Bihar,BR,Aurangabad,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),10.0,12.2
