State,State-Code,District,Indicator,NFHS-5,NFHS-4
Gujarat,GJ,Ahmedabad,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Gujarat,GJ,Ahmedabad,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.1,
Gujarat,GJ,Ahmedabad,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,
Gujarat,GJ,Ahmedabad,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Gujarat,GJ,Ahmedabad,98.Ever undergone a screening test for cervical cancer (%),0.0,
Gujarat,GJ,Ahmedabad,99.Ever undergone a breast examination for breast cancer (%),0.0,
Gujarat,GJ,Ahmedabad,100. Ever undergone an oral cavity examination for oral cancer (%),0.0,
Gujarat,GJ,Ahmedabad,101. Women age 15 years and above who use any kind of tobacco (%),6.2,
Gujarat,GJ,Ahmedabad,102. Men age 15 years and above who use any kind of tobacco (%),33.4,
Gujarat,GJ,Ahmedabad,103. Women age 15 years and above who consume alcohol (%),0.3,
Gujarat,GJ,Ahmedabad,104. Men age 15 years and above who consume alcohol (%),3.6,
Gujarat,GJ,Amreli,1. Female population age 6 years and above who ever attended school (%),69.9,68.1
Gujarat,GJ,Amreli,2. Population below age 15 years (%),22.7,22.9
Gujarat,GJ,Amreli,"3. Sex ratio of the total population (females per 1,000 males)",984.0,927.0
Gujarat,GJ,Amreli,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",977.0,820.0
Gujarat,GJ,Amreli,5. Children under age 5 years whose birth was registered with the civil authority (%),99.6,96.5
Gujarat,GJ,Amreli,6. Deaths in the last 3 years registered with the civil authority (%),98.8,
Gujarat,GJ,Amreli,7. Population living in households with electricity (%),99.6,99.2
Gujarat,GJ,Amreli,8. Population living in households with an improved drinking-water source1 (%),97.8,97.9
Gujarat,GJ,Amreli,9. Population living in households that use an improved sanitation facility2 (%),73.3,75.4
Gujarat,GJ,Amreli,10. Households using clean fuel for cooking3 (%),65.6,52.4
Gujarat,GJ,Amreli,11. Households using iodized salt (%),93.5,94.0
Gujarat,GJ,Amreli,12. Households with any usual member covered under a health insurance/financing scheme (%),47.7,11.8
Gujarat,GJ,Amreli,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.9,
Gujarat,GJ,Amreli,14. Women who are literate4 (%),77.2,
Gujarat,GJ,Amreli,15. Women with 10 or more years of schooling (%),27.2,34.0
Gujarat,GJ,Amreli,16. Women age 20-24 years married before age 18 years (%),10.5,11.5
Gujarat,GJ,Amreli,17. Births in the 5 years preceding the survey that are third or higher order (%),1.3,3.7
Gujarat,GJ,Amreli,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.6,3.5
Gujarat,GJ,Amreli,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),73.8,66.2
Gujarat,GJ,Amreli,20. Any method6 (%),62.2,37.6
Gujarat,GJ,Amreli,21. Any modern method6 (%),51.9,36.9
Gujarat,GJ,Amreli,22. Female sterilization (%),40.5,33.0
Gujarat,GJ,Amreli,23. Male sterilization (%),0.2,0.0
Gujarat,GJ,Amreli,24. IUD/PPIUD (%),3.4,2.0
Gujarat,GJ,Amreli,25. Pill (%),0.5,0.2
Gujarat,GJ,Amreli,26. Condom (%),6.9,1.8
Gujarat,GJ,Amreli,27. Injectables (%),0.0,0.0
Gujarat,GJ,Amreli,28. Total unmet need7 (%),9.5,16.3
Gujarat,GJ,Amreli,29. Unmet need for spacing7 (%),5.4,6.8
Gujarat,GJ,Amreli,30. Health worker ever talked to female non-users about family planning (%),30.0,11.0
Gujarat,GJ,Amreli,31. Current users ever told about side effects of current method8 (%),75.4,31.7
Gujarat,GJ,Amreli,32. Mothers who had an antenatal check-up in the first trimester (%),93.9,68.7
Gujarat,GJ,Amreli,33. Mothers who had at least 4 antenatal care visits (%),92.6,40.8
Gujarat,GJ,Amreli,34. Mothers whose last birth was protected against neonatal tetanus9 (%),89.3,96.9
Gujarat,GJ,Amreli,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),73.8,31.7
Gujarat,GJ,Amreli,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),59.2,25.3
Gujarat,GJ,Amreli,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,94.6
Gujarat,GJ,Amreli,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Gujarat,GJ,Amreli,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1648.0,2554.0
Gujarat,GJ,Amreli,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Gujarat,GJ,Amreli,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Gujarat,GJ,Amreli,42. Institutional births (%),90.1,81.7
Gujarat,GJ,Amreli,43. Institutional births in public facility (%),45.5,38.1
Gujarat,GJ,Amreli,44. Home births that were conducted by skilled health personnel10 (%),2.4,4.4
Gujarat,GJ,Amreli,45. Births attended by skilled health personnel10 (%),81.2,83.3
Gujarat,GJ,Amreli,46. Births delivered by caesarean section (%),18.7,11.6
Gujarat,GJ,Amreli,47. Births in a private health facility that were delivered by caesarean section (%),31.5,22.1
Gujarat,GJ,Amreli,48. Births in a public health facility that were delivered by caesarean section (%),10.2,5.1
Gujarat,GJ,Amreli,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Gujarat,GJ,Amreli,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),68.1,
Gujarat,GJ,Amreli,51. Children age 12-23 months who have received BCG (%),93.4,94.4
Gujarat,GJ,Amreli,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),65.8,70.6
Gujarat,GJ,Amreli,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.5,78.9
Gujarat,GJ,Amreli,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),80.5,82.7
Gujarat,GJ,Amreli,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.5,
Gujarat,GJ,Amreli,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),3.8,
Gujarat,GJ,Amreli,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.6,44.9
Gujarat,GJ,Amreli,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),80.1,87.9
Gujarat,GJ,Amreli,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.4,94.2
Gujarat,GJ,Amreli,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.9,5.8
Gujarat,GJ,Amreli,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.5,9.2
Gujarat,GJ,Amreli,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,
Gujarat,GJ,Amreli,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,
Gujarat,GJ,Amreli,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Gujarat,GJ,Amreli,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,0.0
Gujarat,GJ,Amreli,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Gujarat,GJ,Amreli,67. Children under age 3 years breastfed within one hour of birth15 (%),40.4,42.2
Gujarat,GJ,Amreli,68. Children under age 6 months exclusively breastfed16 (%),88.2,
Gujarat,GJ,Amreli,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Gujarat,GJ,Amreli,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",2.8,9.3
Gujarat,GJ,Amreli,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Gujarat,GJ,Amreli,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",3.8,7.9
Gujarat,GJ,Amreli,73. Children under 5 years who are stunted (height-for-age)18 (%),35.3,37.8
Gujarat,GJ,Amreli,74. Children under 5 years who are wasted (weight-for-height)18 (%),23.7,24.6
Gujarat,GJ,Amreli,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.2,6.4
Gujarat,GJ,Amreli,76. Children under 5 years who are underweight (weight-for-age)18 (%),30.6,31.7
Gujarat,GJ,Amreli,77. Children under 5 years who are overweight (weight-for-height)20 (%),6.8,0.5
Gujarat,GJ,Amreli,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),18.3,17.1
Gujarat,GJ,Amreli,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),29.1,28.2
Gujarat,GJ,Amreli,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),39.0,
Gujarat,GJ,Amreli,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),72.0,74.5
Gujarat,GJ,Amreli,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),50.3,55.8
Gujarat,GJ,Amreli,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),,64.1
Gujarat,GJ,Amreli,84. All women age 15-49 years who are anaemic22 (%),50.0,56.0
Gujarat,GJ,Amreli,85. All women age 15-19 years who are anaemic22 (%),47.0,58.3
Gujarat,GJ,Amreli,86. Blood sugar level - high (141-160 mg/dl)23 (%),8.3,
Gujarat,GJ,Amreli,87. Blood sugar level - very high (>160 mg/dl)23 (%),6.3,
Gujarat,GJ,Amreli,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.5,
Gujarat,GJ,Amreli,89. Blood sugar level - high (141-160 mg/dl)23 (%),8.0,
Gujarat,GJ,Amreli,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.3,
Gujarat,GJ,Amreli,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.3,
Gujarat,GJ,Amreli,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.0,
Gujarat,GJ,Amreli,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,
Gujarat,GJ,Amreli,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Gujarat,GJ,Amreli,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.3,
Gujarat,GJ,Amreli,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,
Gujarat,GJ,Amreli,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Gujarat,GJ,Amreli,98.Ever undergone a screening test for cervical cancer (%),0.2,
Gujarat,GJ,Amreli,99.Ever undergone a breast examination for breast cancer (%),0.4,
Gujarat,GJ,Amreli,100. Ever undergone an oral cavity examination for oral cancer (%),0.6,
Gujarat,GJ,Amreli,101. Women age 15 years and above who use any kind of tobacco (%),5.0,
Gujarat,GJ,Amreli,102. Men age 15 years and above who use any kind of tobacco (%),53.7,
Gujarat,GJ,Amreli,103. Women age 15 years and above who consume alcohol (%),0.4,
Gujarat,GJ,Amreli,104. Men age 15 years and above who consume alcohol (%),1.6,
Gujarat,GJ,Anand,1. Female population age 6 years and above who ever attended school (%),75.2,77.7
Gujarat,GJ,Anand,2. Population below age 15 years (%),22.2,24.8
Gujarat,GJ,Anand,"3. Sex ratio of the total population (females per 1,000 males)",912.0,962.0
Gujarat,GJ,Anand,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",726.0,851.0
Gujarat,GJ,Anand,5. Children under age 5 years whose birth was registered with the civil authority (%),98.4,98.4
Gujarat,GJ,Anand,6. Deaths in the last 3 years registered with the civil authority (%),89.5,
Gujarat,GJ,Anand,7. Population living in households with electricity (%),98.0,97.9
Gujarat,GJ,Anand,8. Population living in households with an improved drinking-water source1 (%),99.7,99.6
Gujarat,GJ,Anand,9. Population living in households that use an improved sanitation facility2 (%),82.1,67.8
Gujarat,GJ,Anand,10. Households using clean fuel for cooking3 (%),65.1,43.1
Gujarat,GJ,Anand,11. Households using iodized salt (%),92.6,86.6
Gujarat,GJ,Anand,12. Households with any usual member covered under a health insurance/financing scheme (%),36.2,14.5
Gujarat,GJ,Anand,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.4,
Gujarat,GJ,Anand,14. Women who are literate4 (%),75.9,
Gujarat,GJ,Anand,15. Women with 10 or more years of schooling (%),32.2,30.9
Gujarat,GJ,Anand,16. Women age 20-24 years married before age 18 years (%),28.0,27.4
Gujarat,GJ,Anand,17. Births in the 5 years preceding the survey that are third or higher order (%),2.3,3.7
Gujarat,GJ,Anand,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.0,14.8
Gujarat,GJ,Anand,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),69.1,64.0
Gujarat,GJ,Anand,20. Any method6 (%),53.7,51.5
Gujarat,GJ,Anand,21. Any modern method6 (%),49.2,43.8
Gujarat,GJ,Anand,22. Female sterilization (%),37.6,37.9
Gujarat,GJ,Anand,23. Male sterilization (%),0.0,0.0
Gujarat,GJ,Anand,24. IUD/PPIUD (%),1.5,1.2
Gujarat,GJ,Anand,25. Pill (%),0.6,0.5
Gujarat,GJ,Anand,26. Condom (%),9.2,4.2
Gujarat,GJ,Anand,27. Injectables (%),0.4,0.0
Gujarat,GJ,Anand,28. Total unmet need7 (%),16.5,13.9
Gujarat,GJ,Anand,29. Unmet need for spacing7 (%),6.3,4.7
Gujarat,GJ,Anand,30. Health worker ever talked to female non-users about family planning (%),23.9,26.5
Gujarat,GJ,Anand,31. Current users ever told about side effects of current method8 (%),74.5,59.6
Gujarat,GJ,Anand,32. Mothers who had an antenatal check-up in the first trimester (%),74.2,79.7
Gujarat,GJ,Anand,33. Mothers who had at least 4 antenatal care visits (%),64.2,78.5
Gujarat,GJ,Anand,34. Mothers whose last birth was protected against neonatal tetanus9 (%),91.2,81.8
Gujarat,GJ,Anand,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),55.5,39.8
Gujarat,GJ,Anand,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),41.3,21.0
Gujarat,GJ,Anand,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,91.8
Gujarat,GJ,Anand,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Gujarat,GJ,Anand,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),2488.0,1745.0
Gujarat,GJ,Anand,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Gujarat,GJ,Anand,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Gujarat,GJ,Anand,42. Institutional births (%),96.0,92.6
Gujarat,GJ,Anand,43. Institutional births in public facility (%),41.2,33.2
Gujarat,GJ,Anand,44. Home births that were conducted by skilled health personnel10 (%),1.3,1.2
Gujarat,GJ,Anand,45. Births attended by skilled health personnel10 (%),95.2,93.8
Gujarat,GJ,Anand,46. Births delivered by caesarean section (%),22.4,20.6
Gujarat,GJ,Anand,47. Births in a private health facility that were delivered by caesarean section (%),34.0,31.6
Gujarat,GJ,Anand,48. Births in a public health facility that were delivered by caesarean section (%),9.1,5.6
Gujarat,GJ,Anand,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Gujarat,GJ,Anand,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),85.4,92.8
Gujarat,GJ,Anand,51. Children age 12-23 months who have received BCG (%),98.1,99.1
Gujarat,GJ,Anand,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),81.8,75.1
Gujarat,GJ,Anand,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.0,81.3
Gujarat,GJ,Anand,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.9,91.0
Gujarat,GJ,Anand,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.6,
Gujarat,GJ,Anand,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),2.1,
Gujarat,GJ,Anand,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.0,47.8
Gujarat,GJ,Anand,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),91.4,77.6
Gujarat,GJ,Anand,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.1,90.8
Gujarat,GJ,Anand,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.0,9.2
Gujarat,GJ,Anand,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.7,12.4
Gujarat,GJ,Anand,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),76.4,30.3
Gujarat,GJ,Anand,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),50.7,11.1
Gujarat,GJ,Anand,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),81.4,52.5
Gujarat,GJ,Anand,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,2.8
Gujarat,GJ,Anand,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Gujarat,GJ,Anand,67. Children under age 3 years breastfed within one hour of birth15 (%),33.7,67.2
Gujarat,GJ,Anand,68. Children under age 6 months exclusively breastfed16 (%),,68.8
Gujarat,GJ,Anand,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Gujarat,GJ,Anand,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",10.6,3.5
Gujarat,GJ,Anand,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Gujarat,GJ,Anand,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.5,3.4
