State,State-Code,District,Indicator,NFHS-5,NFHS-4,NFHS-5-note,NFHS-4-note
Jammu and Kashmir,JK,Anantnag,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Anantnag,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.4,9.1,,
Jammu and Kashmir,JK,Anantnag,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Anantnag,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.8,14.0,,
Jammu and Kashmir,JK,Anantnag,73. Children under 5 years who are stunted (height-for-age)18 (%),28.2,18.2,,
Jammu and Kashmir,JK,Anantnag,74. Children under 5 years who are wasted (weight-for-height)18 (%),24.9,5.4,,
Jammu and Kashmir,JK,Anantnag,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),14.0,2.3,,
Jammu and Kashmir,JK,Anantnag,76. Children under 5 years who are underweight (weight-for-age)18 (%),28.3,8.2,,
Jammu and Kashmir,JK,Anantnag,77. Children under 5 years who are overweight (weight-for-height)20 (%),5.0,4.3,,
Jammu and Kashmir,JK,Anantnag,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),4.1,8.8,,
Jammu and Kashmir,JK,Anantnag,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),28.6,33.1,,
Jammu and Kashmir,JK,Anantnag,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),90.8,,,
Jammu and Kashmir,JK,Anantnag,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),79.2,41.1,,
Jammu and Kashmir,JK,Anantnag,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),75.7,36.7,,
Jammu and Kashmir,JK,Anantnag,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),54.1,35.5,,Based on 25-49 unweighted cases
Jammu and Kashmir,JK,Anantnag,84. All women age 15-49 years who are anaemic22 (%),74.3,36.6,,
Jammu and Kashmir,JK,Anantnag,85. All women age 15-19 years who are anaemic22 (%),88.0,36.2,,
Jammu and Kashmir,JK,Anantnag,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.0,,,
Jammu and Kashmir,JK,Anantnag,87. Blood sugar level - very high (>160 mg/dl)23 (%),4.1,,,
Jammu and Kashmir,JK,Anantnag,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),10.4,,,
Jammu and Kashmir,JK,Anantnag,89. Blood sugar level - high (141-160 mg/dl)23 (%),5.3,,,
Jammu and Kashmir,JK,Anantnag,90. Blood sugar level - very high (>160 mg/dl)23 (%),3.7,,,
Jammu and Kashmir,JK,Anantnag,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),9.9,,,
Jammu and Kashmir,JK,Anantnag,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,,,
Jammu and Kashmir,JK,Anantnag,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,,,
Jammu and Kashmir,JK,Anantnag,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.0,,,
Jammu and Kashmir,JK,Anantnag,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,,,
Jammu and Kashmir,JK,Anantnag,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,,,
Jammu and Kashmir,JK,Anantnag,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.4,,,
Jammu and Kashmir,JK,Anantnag,98.Ever undergone a screening test for cervical cancer (%),0.2,,,
Jammu and Kashmir,JK,Anantnag,99.Ever undergone a breast examination for breast cancer (%),0.0,,,
Jammu and Kashmir,JK,Anantnag,100. Ever undergone an oral cavity examination for oral cancer (%),0.0,,,
Jammu and Kashmir,JK,Anantnag,101. Women age 15 years and above who use any kind of tobacco (%),2.9,,,
Jammu and Kashmir,JK,Anantnag,102. Men age 15 years and above who use any kind of tobacco (%),47.0,,,
Jammu and Kashmir,JK,Anantnag,103. Women age 15 years and above who consume alcohol (%),0.2,,,
Jammu and Kashmir,JK,Anantnag,104. Men age 15 years and above who consume alcohol (%),0.1,,,
Jammu and Kashmir,JK,Badgam,1. Female population age 6 years and above who ever attended school (%),62.5,55.0,,
Jammu and Kashmir,JK,Badgam,2. Population below age 15 years (%),22.3,25.2,,
Jammu and Kashmir,JK,Badgam,"3. Sex ratio of the total population (females per 1,000 males)",937.0,989.0,,
Jammu and Kashmir,JK,Badgam,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",843.0,1039.0,,
Jammu and Kashmir,JK,Badgam,5. Children under age 5 years whose birth was registered with the civil authority (%),98.8,84.6,,
Jammu and Kashmir,JK,Badgam,6. Deaths in the last 3 years registered with the civil authority (%),76.4,,,
Jammu and Kashmir,JK,Badgam,7. Population living in households with electricity (%),99.5,99.1,,
Jammu and Kashmir,JK,Badgam,8. Population living in households with an improved drinking-water source1 (%),95.8,97.8,,
Jammu and Kashmir,JK,Badgam,9. Population living in households that use an improved sanitation facility2 (%),77.0,52.0,,
Jammu and Kashmir,JK,Badgam,10. Households using clean fuel for cooking3 (%),71.1,61.8,,
Jammu and Kashmir,JK,Badgam,11. Households using iodized salt (%),98.9,99.1,,
Jammu and Kashmir,JK,Badgam,12. Households with any usual member covered under a health insurance/financing scheme (%),5.2,3.1,,
Jammu and Kashmir,JK,Badgam,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,,,
Jammu and Kashmir,JK,Badgam,14. Women who are literate4 (%),74.1,,,
Jammu and Kashmir,JK,Badgam,15. Women with 10 or more years of schooling (%),48.2,28.4,,
Jammu and Kashmir,JK,Badgam,16. Women age 20-24 years married before age 18 years (%),1.5,2.8,,
Jammu and Kashmir,JK,Badgam,17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6,,
Jammu and Kashmir,JK,Badgam,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,0.8,,
Jammu and Kashmir,JK,Badgam,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),75.3,66.5,,
Jammu and Kashmir,JK,Badgam,20. Any method6 (%),59.9,69.1,,
Jammu and Kashmir,JK,Badgam,21. Any modern method6 (%),57.7,63.1,,
Jammu and Kashmir,JK,Badgam,22. Female sterilization (%),19.0,34.0,,
Jammu and Kashmir,JK,Badgam,23. Male sterilization (%),0.0,1.0,,
Jammu and Kashmir,JK,Badgam,24. IUD/PPIUD (%),7.4,4.4,,
Jammu and Kashmir,JK,Badgam,25. Pill (%),8.4,6.9,,
Jammu and Kashmir,JK,Badgam,26. Condom (%),12.5,16.0,,
Jammu and Kashmir,JK,Badgam,27. Injectables (%),9.8,0.8,,
Jammu and Kashmir,JK,Badgam,28. Total unmet need7 (%),4.2,7.8,,
Jammu and Kashmir,JK,Badgam,29. Unmet need for spacing7 (%),2.1,4.9,,
Jammu and Kashmir,JK,Badgam,30. Health worker ever talked to female non-users about family planning (%),13.7,7.7,,
Jammu and Kashmir,JK,Badgam,31. Current users ever told about side effects of current method8 (%),55.4,30.8,,
Jammu and Kashmir,JK,Badgam,32. Mothers who had an antenatal check-up in the first trimester (%),83.3,86.3,,
Jammu and Kashmir,JK,Badgam,33. Mothers who had at least 4 antenatal care visits (%),66.5,95.7,,
Jammu and Kashmir,JK,Badgam,34. Mothers whose last birth was protected against neonatal tetanus9 (%),97.5,97.6,,
Jammu and Kashmir,JK,Badgam,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.4,19.7,,
Jammu and Kashmir,JK,Badgam,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.4,13.8,,
Jammu and Kashmir,JK,Badgam,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,97.2,,
Jammu and Kashmir,JK,Badgam,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),88.7,89.6,,
Jammu and Kashmir,JK,Badgam,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),5525.0,5465.0,,
Jammu and Kashmir,JK,Badgam,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.3,,,
Jammu and Kashmir,JK,Badgam,42. Institutional births (%),96.5,97.1,,
Jammu and Kashmir,JK,Badgam,43. Institutional births in public facility (%),94.3,90.7,,
Jammu and Kashmir,JK,Badgam,44. Home births that were conducted by skilled health personnel10 (%),2.0,1.5,,
Jammu and Kashmir,JK,Badgam,45. Births attended by skilled health personnel10 (%),98.5,98.4,,
Jammu and Kashmir,JK,Badgam,46. Births delivered by caesarean section (%),42.2,49.8,,
Jammu and Kashmir,JK,Badgam,47. Births in a private health facility that were delivered by caesarean section (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,48. Births in a public health facility that were delivered by caesarean section (%),43.0,49.9,,
Jammu and Kashmir,JK,Badgam,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),92.5,87.5,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),95.5,98.9,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,51. Children age 12-23 months who have received BCG (%),100.0,96.4,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),92.5,88.5,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.7,97.7,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.7,96.7,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),50.4,,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),11.7,,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.7,87.9,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),93.5,63.8,,
Jammu and Kashmir,JK,Badgam,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,97.0,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.1,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,4.7,,
Jammu and Kashmir,JK,Badgam,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.1,8.9,,
Jammu and Kashmir,JK,Badgam,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),62.1,93.9,Based on 25-49 unweighted cases,
Jammu and Kashmir,JK,Badgam,67. Children under age 3 years breastfed within one hour of birth15 (%),67.4,67.0,,
Jammu and Kashmir,JK,Badgam,68. Children under age 6 months exclusively breastfed16 (%),71.6,59.1,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Jammu and Kashmir,JK,Badgam,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",8.4,9.6,,
Jammu and Kashmir,JK,Badgam,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Jammu and Kashmir,JK,Badgam,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.2,9.6,,
Jammu and Kashmir,JK,Badgam,73. Children under 5 years who are stunted (height-for-age)18 (%),26.8,20.4,,
Jammu and Kashmir,JK,Badgam,74. Children under 5 years who are wasted (weight-for-height)18 (%),18.9,4.2,,
Jammu and Kashmir,JK,Badgam,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),9.1,1.0,,
Jammu and Kashmir,JK,Badgam,76. Children under 5 years who are underweight (weight-for-age)18 (%),20.6,8.9,,
Jammu and Kashmir,JK,Badgam,77. Children under 5 years who are overweight (weight-for-height)20 (%),11.1,2.6,,
Jammu and Kashmir,JK,Badgam,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),4.7,10.9,,
Jammu and Kashmir,JK,Badgam,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),25.3,31.4,,
Jammu and Kashmir,JK,Badgam,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),86.4,,,
Jammu and Kashmir,JK,Badgam,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),85.0,71.3,,
Jammu and Kashmir,JK,Badgam,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),75.0,70.3,,
Jammu and Kashmir,JK,Badgam,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),57.0,61.3,,
Jammu and Kashmir,JK,Badgam,84. All women age 15-49 years who are anaemic22 (%),73.9,70.0,,
Jammu and Kashmir,JK,Badgam,85. All women age 15-19 years who are anaemic22 (%),83.7,72.7,,
Jammu and Kashmir,JK,Badgam,86. Blood sugar level - high (141-160 mg/dl)23 (%),2.9,,,
Jammu and Kashmir,JK,Badgam,87. Blood sugar level - very high (>160 mg/dl)23 (%),2.8,,,
Jammu and Kashmir,JK,Badgam,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),7.3,,,
Jammu and Kashmir,JK,Badgam,89. Blood sugar level - high (141-160 mg/dl)23 (%),3.1,,,
Jammu and Kashmir,JK,Badgam,90. Blood sugar level - very high (>160 mg/dl)23 (%),2.8,,,
Jammu and Kashmir,JK,Badgam,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),6.9,,,
Jammu and Kashmir,JK,Badgam,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9,,,
Jammu and Kashmir,JK,Badgam,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,,,
Jammu and Kashmir,JK,Badgam,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.9,,,
Jammu and Kashmir,JK,Badgam,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,,,
Jammu and Kashmir,JK,Badgam,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,,,
Jammu and Kashmir,JK,Badgam,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.6,,,
Jammu and Kashmir,JK,Badgam,98.Ever undergone a screening test for cervical cancer (%),0.2,,,
Jammu and Kashmir,JK,Badgam,99.Ever undergone a breast examination for breast cancer (%),0.2,,,
Jammu and Kashmir,JK,Badgam,100. Ever undergone an oral cavity examination for oral cancer (%),0.0,,,
Jammu and Kashmir,JK,Badgam,101. Women age 15 years and above who use any kind of tobacco (%),5.4,,,
Jammu and Kashmir,JK,Badgam,102. Men age 15 years and above who use any kind of tobacco (%),42.9,,,
Jammu and Kashmir,JK,Badgam,103. Women age 15 years and above who consume alcohol (%),0.0,,,
Jammu and Kashmir,JK,Badgam,104. Men age 15 years and above who consume alcohol (%),0.2,,,
Jammu and Kashmir,JK,Bandipore,1. Female population age 6 years and above who ever attended school (%),62.4,62.5,,
Jammu and Kashmir,JK,Bandipore,2. Population below age 15 years (%),25.5,29.2,,
Jammu and Kashmir,JK,Bandipore,"3. Sex ratio of the total population (females per 1,000 males)",970.0,1050.0,,
Jammu and Kashmir,JK,Bandipore,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1000.0,875.0,,
Jammu and Kashmir,JK,Bandipore,5. Children under age 5 years whose birth was registered with the civil authority (%),87.0,73.0,,
Jammu and Kashmir,JK,Bandipore,6. Deaths in the last 3 years registered with the civil authority (%),75.3,,,
Jammu and Kashmir,JK,Bandipore,7. Population living in households with electricity (%),99.0,95.3,,
Jammu and Kashmir,JK,Bandipore,8. Population living in households with an improved drinking-water source1 (%),89.8,91.0,,
Jammu and Kashmir,JK,Bandipore,9. Population living in households that use an improved sanitation facility2 (%),66.8,39.3,,
Jammu and Kashmir,JK,Bandipore,10. Households using clean fuel for cooking3 (%),77.9,54.3,,
Jammu and Kashmir,JK,Bandipore,11. Households using iodized salt (%),98.5,99.7,,
Jammu and Kashmir,JK,Bandipore,12. Households with any usual member covered under a health insurance/financing scheme (%),9.1,3.4,,
Jammu and Kashmir,JK,Bandipore,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.4,,,
Jammu and Kashmir,JK,Bandipore,14. Women who are literate4 (%),66.6,,,
Jammu and Kashmir,JK,Bandipore,15. Women with 10 or more years of schooling (%),35.9,28.2,,
Jammu and Kashmir,JK,Bandipore,16. Women age 20-24 years married before age 18 years (%),1.8,5.4,,
Jammu and Kashmir,JK,Bandipore,17. Births in the 5 years preceding the survey that are third or higher order (%),0.8,0.9,,
Jammu and Kashmir,JK,Bandipore,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,3.5,,
Jammu and Kashmir,JK,Bandipore,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),64.4,69.8,,
