State,State-Code,District,Indicator,NFHS-5,NFHS-4,NFHS-5-note,NFHS-4-note
Tripura,TR,Dhalai,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),76.7,64.6,,Based on 25-49 unweighted cases
Tripura,TR,Dhalai,51. Children age 12-23 months who have received BCG (%),97.6,62.1,,
Tripura,TR,Dhalai,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),73.7,59.3,,
Tripura,TR,Dhalai,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.0,69.8,,
Tripura,TR,Dhalai,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.2,62.4,,
Tripura,TR,Dhalai,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.1,,,
Tripura,TR,Dhalai,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),68.4,,,
Tripura,TR,Dhalai,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.2,44.7,,
Tripura,TR,Dhalai,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.2,60.7,,
Tripura,TR,Dhalai,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,97.5,,Based on 25-49 unweighted cases
Tripura,TR,Dhalai,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0,,Based on 25-49 unweighted cases
Tripura,TR,Dhalai,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.9,3.4,,
Tripura,TR,Dhalai,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.5,0.7,,
Tripura,TR,Dhalai,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.8,,Based on 25-49 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,67. Children under age 3 years breastfed within one hour of birth15 (%),44.0,51.0,,
Tripura,TR,Dhalai,68. Children under age 6 months exclusively breastfed16 (%),61.1,71.0,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Tripura,TR,Dhalai,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.9,10.8,,
Tripura,TR,Dhalai,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,Percentage not shown; based on fewer than 25 unweighted cases
Tripura,TR,Dhalai,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.3,10.1,,
Tripura,TR,Dhalai,73. Children under 5 years who are stunted (height-for-age)18 (%),45.7,32.5,,
Tripura,TR,Dhalai,74. Children under 5 years who are wasted (weight-for-height)18 (%),15.9,23.3,,
Tripura,TR,Dhalai,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.7,12.1,,
Tripura,TR,Dhalai,76. Children under 5 years who are underweight (weight-for-age)18 (%),27.6,27.2,,
Tripura,TR,Dhalai,77. Children under 5 years who are overweight (weight-for-height)20 (%),13.1,3.2,,
Tripura,TR,Dhalai,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),15.9,15.6,,
Tripura,TR,Dhalai,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),19.1,13.5,,
Tripura,TR,Dhalai,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),67.7,,,
Tripura,TR,Dhalai,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),81.2,50.4,,
Tripura,TR,Dhalai,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),69.7,56.5,,
Tripura,TR,Dhalai,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),75.4,55.8,Based on 25-49 unweighted cases,Based on 25-49 unweighted cases
Tripura,TR,Dhalai,84. All women age 15-49 years who are anaemic22 (%),70.0,56.4,,
Tripura,TR,Dhalai,85. All women age 15-19 years who are anaemic22 (%),65.4,56.1,,
Tripura,TR,Dhalai,86. Blood sugar level - high (141-160 mg/dl)23 (%),8.5,,,
Tripura,TR,Dhalai,87. Blood sugar level - very high (>160 mg/dl)23 (%),5.7,,,
Tripura,TR,Dhalai,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14.5,,,
Tripura,TR,Dhalai,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.8,,,
Tripura,TR,Dhalai,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.4,,,
Tripura,TR,Dhalai,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.0,,,
Tripura,TR,Dhalai,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.0,,,
Tripura,TR,Dhalai,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,,,
Tripura,TR,Dhalai,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.5,,,
Tripura,TR,Dhalai,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,,,
Tripura,TR,Dhalai,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,,,
Tripura,TR,Dhalai,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.4,,,
Tripura,TR,Dhalai,98. Ever undergone a screening test for cervical cancer (%),0.6,,,
Tripura,TR,Dhalai,99. Ever undergone a breast examination for breast cancer (%),0.4,,,
Tripura,TR,Dhalai,100. Ever undergone an oral cavity examination for oral cancer (%),0.5,,,
Tripura,TR,Dhalai,101. Women age 15 years and above who use any kind of tobacco (%),55.2,,,
Tripura,TR,Dhalai,102. Men age 15 years and above who use any kind of tobacco (%),61.3,,,
Tripura,TR,Dhalai,103. Women age 15 years and above who consume alcohol (%),7.5,,,
Tripura,TR,Dhalai,104. Men age 15 years and above who consume alcohol (%),40.2,,,
Tripura,TR,Gomati,1. Female population age 6 years and above who ever attended school (%),80.1,,,
Tripura,TR,Gomati,2. Population below age 15 years (%),24.2,,,
Tripura,TR,Gomati,"3. Sex ratio of the total population (females per 1,000 males)",1011.0,,,
Tripura,TR,Gomati,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1043.0,,,
Tripura,TR,Gomati,5. Children under age 5 years whose birth was registered with the civil authority (%),92.9,,,
Tripura,TR,Gomati,6. Deaths in the last 3 years registered with the civil authority (%),70.8,,,
Tripura,TR,Gomati,7. Population living in households with electricity (%),98.8,,,
Tripura,TR,Gomati,8. Population living in households with an improved drinking-water source1 (%),87.7,,,
Tripura,TR,Gomati,9. Population living in households that use an improved sanitation facility2 (%),77.4,,,
Tripura,TR,Gomati,10. Households using clean fuel for cooking3 (%),47.7,,,
Tripura,TR,Gomati,11. Households using iodized salt (%),99.0,,,
Tripura,TR,Gomati,12. Households with any usual member covered under a health insurance/financing scheme (%),29.9,,,
Tripura,TR,Gomati,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),30.9,,,
Tripura,TR,Gomati,14. Women who are literate4 (%),77.2,,,
Tripura,TR,Gomati,15. Women with 10 or more years of schooling (%),22.8,,,
Tripura,TR,Gomati,16. Women age 20-24 years married before age 18 years (%),42.8,,,
Tripura,TR,Gomati,17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,,,
Tripura,TR,Gomati,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),24.4,,,
Tripura,TR,Gomati,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),71.5,,,
Tripura,TR,Gomati,20. Any method6 (%),65.5,,,
Tripura,TR,Gomati,21. Any modern method6 (%),48.7,,,
Tripura,TR,Gomati,22. Female sterilization (%),8.6,,,
Tripura,TR,Gomati,23. Male sterilization (%),0.1,,,
Tripura,TR,Gomati,24. IUD/PPIUD (%),0.0,,,
Tripura,TR,Gomati,25. Pill (%),37.1,,,
Tripura,TR,Gomati,26. Condom (%),2.2,,,
Tripura,TR,Gomati,27. Injectables (%),0.0,,,
Tripura,TR,Gomati,28. Total unmet need7 (%),12.1,,,
Tripura,TR,Gomati,29. Unmet need for spacing7 (%),3.7,,,
Tripura,TR,Gomati,30. Health worker ever talked to female non-users about family planning (%),13.1,,,
Tripura,TR,Gomati,31. Current users ever told about side effects of current method8 (%),40.2,,,
Tripura,TR,Gomati,32. Mothers who had an antenatal check-up in the first trimester (%),54.0,,,
Tripura,TR,Gomati,33. Mothers who had at least 4 antenatal care visits (%),40.6,,,
Tripura,TR,Gomati,34. Mothers whose last birth was protected against neonatal tetanus9 (%),91.7,,,
Tripura,TR,Gomati,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),22.0,,,
Tripura,TR,Gomati,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.6,,,
Tripura,TR,Gomati,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.1,,,
Tripura,TR,Gomati,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),66.3,,,
Tripura,TR,Gomati,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),10954.0,,,
Tripura,TR,Gomati,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),68.6,,,
Tripura,TR,Gomati,42. Institutional births (%),93.2,,,
Tripura,TR,Gomati,43. Institutional births in public facility (%),90.0,,,
Tripura,TR,Gomati,44. Home births that were conducted by skilled health personnel10 (%),0.5,,,
Tripura,TR,Gomati,45. Births attended by skilled health personnel10 (%),94.1,,,
Tripura,TR,Gomati,46. Births delivered by caesarean section (%),23.6,,,
Tripura,TR,Gomati,47. Births in a private health facility that were delivered by caesarean section (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,48. Births in a public health facility that were delivered by caesarean section (%),23.4,,,
Tripura,TR,Gomati,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),67.1,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),85.1,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,51. Children age 12-23 months who have received BCG (%),91.8,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),75.6,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.9,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.9,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.7,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),34.8,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.6,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.6,,,
Tripura,TR,Gomati,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.1,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.8,,,
Tripura,TR,Gomati,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,,,
Tripura,TR,Gomati,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),62.8,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,67. Children under age 3 years breastfed within one hour of birth15 (%),24.8,,,
Tripura,TR,Gomati,68. Children under age 6 months exclusively breastfed16 (%),46.6,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.4,,,
Tripura,TR,Gomati,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Gomati,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",12.6,,,
Tripura,TR,Gomati,73. Children under 5 years who are stunted (height-for-age)18 (%),22.7,,,
Tripura,TR,Gomati,74. Children under 5 years who are wasted (weight-for-height)18 (%),27.6,,,
Tripura,TR,Gomati,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),11.2,,,
Tripura,TR,Gomati,76. Children under 5 years who are underweight (weight-for-age)18 (%),29.0,,,
Tripura,TR,Gomati,77. Children under 5 years who are overweight (weight-for-height)20 (%),3.4,,,
Tripura,TR,Gomati,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),14.1,,,
Tripura,TR,Gomati,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),19.6,,,
Tripura,TR,Gomati,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),72.5,,,
Tripura,TR,Gomati,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),70.7,,,
Tripura,TR,Gomati,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),62.6,,,
Tripura,TR,Gomati,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),52.8,,Based on 25-49 unweighted cases,
Tripura,TR,Gomati,84. All women age 15-49 years who are anaemic22 (%),62.3,,,
Tripura,TR,Gomati,85. All women age 15-19 years who are anaemic22 (%),63.2,,,
Tripura,TR,Gomati,86. Blood sugar level - high (141-160 mg/dl)23 (%),7.9,,,
Tripura,TR,Gomati,87. Blood sugar level - very high (>160 mg/dl)23 (%),7.5,,,
Tripura,TR,Gomati,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),16.8,,,
Tripura,TR,Gomati,89. Blood sugar level - high (141-160 mg/dl)23 (%),8.4,,,
Tripura,TR,Gomati,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.0,,,
Tripura,TR,Gomati,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.4,,,
Tripura,TR,Gomati,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.5,,,
Tripura,TR,Gomati,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.6,,,
Tripura,TR,Gomati,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.8,,,
Tripura,TR,Gomati,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,,,
Tripura,TR,Gomati,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,,,
Tripura,TR,Gomati,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.4,,,
Tripura,TR,Gomati,98. Ever undergone a screening test for cervical cancer (%),0.7,,,
Tripura,TR,Gomati,99. Ever undergone a breast examination for breast cancer (%),0.4,,,
Tripura,TR,Gomati,100. Ever undergone an oral cavity examination for oral cancer (%),1.2,,,
Tripura,TR,Gomati,101. Women age 15 years and above who use any kind of tobacco (%),49.6,,,
Tripura,TR,Gomati,102. Men age 15 years and above who use any kind of tobacco (%),55.8,,,
Tripura,TR,Gomati,103. Women age 15 years and above who consume alcohol (%),9.4,,,
Tripura,TR,Gomati,104. Men age 15 years and above who consume alcohol (%),33.7,,,
Tripura,TR,Khowai,1. Female population age 6 years and above who ever attended school (%),81.3,,,
Tripura,TR,Khowai,2. Population below age 15 years (%),23.5,,,
Tripura,TR,Khowai,"3. Sex ratio of the total population (females per 1,000 males)",1059.0,,,
Tripura,TR,Khowai,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",959.0,,,
Tripura,TR,Khowai,5. Children under age 5 years whose birth was registered with the civil authority (%),94.8,,,
Tripura,TR,Khowai,6. Deaths in the last 3 years registered with the civil authority (%),83.9,,,
Tripura,TR,Khowai,7. Population living in households with electricity (%),99.0,,,
Tripura,TR,Khowai,8. Population living in households with an improved drinking-water source1 (%),83.2,,,
Tripura,TR,Khowai,9. Population living in households that use an improved sanitation facility2 (%),67.8,,,
Tripura,TR,Khowai,10. Households using clean fuel for cooking3 (%),41.5,,,
Tripura,TR,Khowai,11. Households using iodized salt (%),100.0,,,
Tripura,TR,Khowai,12. Households with any usual member covered under a health insurance/financing scheme (%),44.1,,,
Tripura,TR,Khowai,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.3,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,14. Women who are literate4 (%),80.5,,,
Tripura,TR,Khowai,15. Women with 10 or more years of schooling (%),18.9,,,
Tripura,TR,Khowai,16. Women age 20-24 years married before age 18 years (%),28.3,,,
Tripura,TR,Khowai,17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,,,
Tripura,TR,Khowai,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),24.3,,,
Tripura,TR,Khowai,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),69.2,,,
Tripura,TR,Khowai,20. Any method6 (%),79.9,,,
Tripura,TR,Khowai,21. Any modern method6 (%),49.9,,,
Tripura,TR,Khowai,22. Female sterilization (%),9.5,,,
Tripura,TR,Khowai,23. Male sterilization (%),0.0,,,
Tripura,TR,Khowai,24. IUD/PPIUD (%),0.2,,,
Tripura,TR,Khowai,25. Pill (%),36.2,,,
Tripura,TR,Khowai,26. Condom (%),1.8,,,
Tripura,TR,Khowai,27. Injectables (%),0.0,,,
Tripura,TR,Khowai,28. Total unmet need7 (%),4.1,,,
Tripura,TR,Khowai,29. Unmet need for spacing7 (%),2.2,,,
Tripura,TR,Khowai,30. Health worker ever talked to female non-users about family planning (%),8.7,,,
Tripura,TR,Khowai,31. Current users ever told about side effects of current method8 (%),34.7,,,
Tripura,TR,Khowai,32. Mothers who had an antenatal check-up in the first trimester (%),57.2,,,
Tripura,TR,Khowai,33. Mothers who had at least 4 antenatal care visits (%),41.5,,,
Tripura,TR,Khowai,34. Mothers whose last birth was protected against neonatal tetanus9 (%),96.8,,,
Tripura,TR,Khowai,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.0,,,
Tripura,TR,Khowai,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.6,,,
Tripura,TR,Khowai,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,,,
Tripura,TR,Khowai,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.7,,,
Tripura,TR,Khowai,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),7328.0,,,
Tripura,TR,Khowai,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Khowai,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),62.9,,,
Tripura,TR,Khowai,42. Institutional births (%),95.7,,,
Tripura,TR,Khowai,43. Institutional births in public facility (%),90.7,,,
Tripura,TR,Khowai,44. Home births that were conducted by skilled health personnel10 (%),1.6,,,
Tripura,TR,Khowai,45. Births attended by skilled health personnel10 (%),95.2,,,
Tripura,TR,Khowai,46. Births delivered by caesarean section (%),27.8,,,
Tripura,TR,Khowai,47. Births in a private health facility that were delivered by caesarean section (%),,,Percentage not shown; based on fewer than 25 unweighted cases,
Tripura,TR,Khowai,48. Births in a public health facility that were delivered by caesarean section (%),25.6,,,
Tripura,TR,Khowai,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),60.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),65.8,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,51. Children age 12-23 months who have received BCG (%),96.1,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),60.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.5,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),63.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.7,,Based on 25-49 unweighted cases,
Tripura,TR,Khowai,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.1,,,
