State,State-Code,District,Indicator,NFHS-5,NFHS-4
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,98. Ever undergone a screening test for cervical cancer (%),0.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,99. Ever undergone a breast examination for breast cancer (%),0.2,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,100. Ever undergone an oral cavity examination for oral cancer (%),0.2,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,101. Women age 15 years and above who use any kind of tobacco (%),3.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,102. Men age 15 years and above who use any kind of tobacco (%),39.8,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,103. Women age 15 years and above who consume alcohol (%),1.4,
Dadra & Nagar Haveli and Daman & Diu,DD,Dadra & Nagar Haveli,104. Men age 15 years and above who consume alcohol (%),26.1,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,1. Female population age 6 years and above who ever attended school (%),83.8,83.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,2. Population below age 15 years (%),22.7,20.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,"3. Sex ratio of the total population (females per 1,000 males)",755.0,647.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",767.0,954.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,5. Children under age 5 years whose birth was registered with the civil authority (%),96.9,88.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,6. Deaths in the last 3 years registered with the civil authority (%),92.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,7. Population living in households with electricity (%),99.5,100.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,8. Population living in households with an improved drinking-water source1 (%),96.0,99.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,9. Population living in households that use an improved sanitation facility2 (%),67.1,64.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,10. Households using clean fuel for cooking3 (%),92.1,74.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,11. Households using iodized salt (%),97.0,97.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,12. Households with any usual member covered under a health insurance/financing scheme (%),32.9,12.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.1,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,14. Women who are literate4 (%),85.9,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,15. Women with 10 or more years of schooling (%),42.9,50.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,16. Women age 20-24 years married before age 18 years (%),22.8,30.5
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,17. Births in the 5 years preceding the survey that are third or higher order (%),1.1,0.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.4,5.6
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),86.3,80.2
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,20. Any method6 (%),52.5,29.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,21. Any modern method6 (%),48.9,28.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,22. Female sterilization (%),34.4,22.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,23. Male sterilization (%),0.0,0.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,24. IUD/PPIUD (%),1.3,2.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,25. Pill (%),3.9,1.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,26. Condom (%),8.8,1.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,27. Injectables (%),0.5,0.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,28. Total unmet need7 (%),21.1,18.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,29. Unmet need for spacing7 (%),10.7,11.3
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,30. Health worker ever talked to female non-users about family planning (%),20.7,20.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,31. Current users ever told about side effects of current method8 (%),61.4,36.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,32. Mothers who had an antenatal check-up in the first trimester (%),62.7,73.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,33. Mothers who had at least 4 antenatal care visits (%),70.5,58.2
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,34. Mothers whose last birth was protected against neonatal tetanus9 (%),78.7,64.1
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.4,35.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.8,25.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.6,82.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1200.0,1591.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,42. Institutional births (%),97.4,92.1
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,43. Institutional births in public facility (%),60.5,47.1
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,44. Home births that were conducted by skilled health personnel10 (%),0.0,0.5
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,45. Births attended by skilled health personnel10 (%),96.9,74.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,46. Births delivered by caesarean section (%),23.6,12.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,47. Births in a private health facility that were delivered by caesarean section (%),35.4,21.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,48. Births in a public health facility that were delivered by caesarean section (%),17.4,6.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),73.6,82.6
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,51. Children age 12-23 months who have received BCG (%),91.2,81.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),83.9,71.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.3,69.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.8,76.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.4,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),2.5,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.0,56.3
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),80.7,65.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,65.5
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.2,34.5
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,1.7
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,67. Children under age 3 years breastfed within one hour of birth15 (%),23.7,55.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,68. Children under age 6 months exclusively breastfed16 (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.7,6.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.8,7.2
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,73. Children under 5 years who are stunted (height-for-age)18 (%),30.0,18.9
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,74. Children under 5 years who are wasted (weight-for-height)18 (%),25.2,26.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.9,14.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,76. Children under 5 years who are underweight (weight-for-age)18 (%),29.3,25.2
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,77. Children under 5 years who are overweight (weight-for-height)20 (%),1.4,2.5
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),22.3,11.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),36.9,31.8
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),50.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),82.5,74.3
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),60.8,61.0
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,84. All women age 15-49 years who are anaemic22 (%),60.8,60.3
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,85. All women age 15-19 years who are anaemic22 (%),63.0,62.4
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,86. Blood sugar level - high (141-160 mg/dl)23 (%),4.5,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,87. Blood sugar level - very high (>160 mg/dl)23 (%),7.1,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),12.8,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.7,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,90. Blood sugar level - very high (>160 mg/dl)23 (%),7.3,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.6,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.4,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,
Dadra & Nagar Haveli and Daman & Diu,DD,Daman,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,
