State,State-Code,District,Indicator,NFHS-5,NFHS-4
Sikkim,SK,East District,34. Mothers whose last birth was protected against neonatal tetanus9 (%),90.3,95.9
Sikkim,SK,East District,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.3,42.4
Sikkim,SK,East District,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.6,14.3
Sikkim,SK,East District,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.9,99.1
Sikkim,SK,East District,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.8,70.2
Sikkim,SK,East District,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),8471.0,4947.0
Sikkim,SK,East District,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,0.0
Sikkim,SK,East District,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.2,
Sikkim,SK,East District,42. Institutional births (%),91.8,93.3
Sikkim,SK,East District,43. Institutional births in public facility (%),70.4,74.7
Sikkim,SK,East District,44. Home births that were conducted by skilled health personnel10 (%),3.9,3.2
Sikkim,SK,East District,45. Births attended by skilled health personnel10 (%),94.2,96.5
Sikkim,SK,East District,46. Births delivered by caesarean section (%),36.9,27.0
Sikkim,SK,East District,47. Births in a private health facility that were delivered by caesarean section (%),52.0,47.8
Sikkim,SK,East District,48. Births in a public health facility that were delivered by caesarean section (%),36.6,24.2
Sikkim,SK,East District,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),,79.2
Sikkim,SK,East District,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),,93.6
Sikkim,SK,East District,51. Children age 12-23 months who have received BCG (%),,98.9
Sikkim,SK,East District,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),,87.0
Sikkim,SK,East District,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),,89.6
Sikkim,SK,East District,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),,90.3
Sikkim,SK,East District,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),,
Sikkim,SK,East District,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),,
Sikkim,SK,East District,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),,79.8
Sikkim,SK,East District,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),88.4,83.9
Sikkim,SK,East District,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),,89.7
Sikkim,SK,East District,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),,10.3
Sikkim,SK,East District,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.5,2.7
Sikkim,SK,East District,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,
Sikkim,SK,East District,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,
Sikkim,SK,East District,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Sikkim,SK,East District,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.3
Sikkim,SK,East District,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),63.4,63.4
Sikkim,SK,East District,67. Children under age 3 years breastfed within one hour of birth15 (%),27.1,61.3
Sikkim,SK,East District,68. Children under age 6 months exclusively breastfed16 (%),,60.2
Sikkim,SK,East District,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,58.4
Sikkim,SK,East District,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",21.8,26.0
Sikkim,SK,East District,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Sikkim,SK,East District,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",25.2,26.0
Sikkim,SK,East District,73. Children under 5 years who are stunted (height-for-age)18 (%),17.8,24.0
Sikkim,SK,East District,74. Children under 5 years who are wasted (weight-for-height)18 (%),14.3,11.9
Sikkim,SK,East District,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.6,5.2
Sikkim,SK,East District,76. Children under 5 years who are underweight (weight-for-age)18 (%),13.0,11.2
Sikkim,SK,East District,77. Children under 5 years who are overweight (weight-for-height)20 (%),6.5,6.2
Sikkim,SK,East District,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),7.7,7.9
Sikkim,SK,East District,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),38.2,30.8
Sikkim,SK,East District,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),68.3,
Sikkim,SK,East District,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),49.8,49.7
Sikkim,SK,East District,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),43.3,34.6
Sikkim,SK,East District,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),,28.6
Sikkim,SK,East District,84. All women age 15-49 years who are anaemic22 (%),43.3,34.4
Sikkim,SK,East District,85. All women age 15-19 years who are anaemic22 (%),44.6,46.0
Sikkim,SK,East District,86. Blood sugar level - high (141-160 mg/dl)23 (%),7.4,
Sikkim,SK,East District,87. Blood sugar level - very high (>160 mg/dl)23 (%),5.5,
Sikkim,SK,East District,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14.6,
Sikkim,SK,East District,89. Blood sugar level - high (141-160 mg/dl)23 (%),6.7,
Sikkim,SK,East District,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.1,
Sikkim,SK,East District,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.8,
Sikkim,SK,East District,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,
Sikkim,SK,East District,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.0,
Sikkim,SK,East District,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.6,
Sikkim,SK,East District,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.1,
Sikkim,SK,East District,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),12.0,
Sikkim,SK,East District,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),34.2,
Sikkim,SK,East District,98. Ever undergone a screening test for cervical cancer (%),0.1,
Sikkim,SK,East District,99. Ever undergone a breast examination for breast cancer (%),0.0,
Sikkim,SK,East District,100. Ever undergone an oral cavity examination for oral cancer (%),1.2,
Sikkim,SK,East District,101. Women age 15 years and above who use any kind of tobacco (%),11.2,
Sikkim,SK,East District,102. Men age 15 years and above who use any kind of tobacco (%),37.9,
Sikkim,SK,East District,103. Women age 15 years and above who consume alcohol (%),14.5,
Sikkim,SK,East District,104. Men age 15 years and above who consume alcohol (%),35.9,
Sikkim,SK,North District,1. Female population age 6 years and above who ever attended school (%),78.5,79.3
Sikkim,SK,North District,2. Population below age 15 years (%),21.0,23.4
Sikkim,SK,North District,"3. Sex ratio of the total population (females per 1,000 males)",997.0,917.0
Sikkim,SK,North District,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",693.0,953.0
Sikkim,SK,North District,5. Children under age 5 years whose birth was registered with the civil authority (%),98.1,100.0
Sikkim,SK,North District,6. Deaths in the last 3 years registered with the civil authority (%),76.3,
Sikkim,SK,North District,7. Population living in households with electricity (%),98.9,99.7
Sikkim,SK,North District,8. Population living in households with an improved drinking-water source1 (%),94.7,97.8
Sikkim,SK,North District,9. Population living in households that use an improved sanitation facility2 (%),83.8,90.4
Sikkim,SK,North District,10. Households using clean fuel for cooking3 (%),65.9,48.8
Sikkim,SK,North District,11. Households using iodized salt (%),99.0,99.3
Sikkim,SK,North District,12. Households with any usual member covered under a health insurance/financing scheme (%),24.5,32.3
Sikkim,SK,North District,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.9,
Sikkim,SK,North District,14. Women who are literate4 (%),81.4,
Sikkim,SK,North District,15. Women with 10 or more years of schooling (%),37.7,36.6
Sikkim,SK,North District,16. Women age 20-24 years married before age 18 years (%),16.0,12.3
Sikkim,SK,North District,17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.7
Sikkim,SK,North District,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.8,2.4
Sikkim,SK,North District,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),75.3,85.4
Sikkim,SK,North District,20. Any method6 (%),75.7,50.2
Sikkim,SK,North District,21. Any modern method6 (%),61.0,50.1
Sikkim,SK,North District,22. Female sterilization (%),19.0,16.1
Sikkim,SK,North District,23. Male sterilization (%),0.6,2.7
Sikkim,SK,North District,24. IUD/PPIUD (%),7.5,5.2
Sikkim,SK,North District,25. Pill (%),17.5,14.5
Sikkim,SK,North District,26. Condom (%),9.8,9.2
Sikkim,SK,North District,27. Injectables (%),5.4,2.4
Sikkim,SK,North District,28. Total unmet need7 (%),12.8,19.6
Sikkim,SK,North District,29. Unmet need for spacing7 (%),6.9,8.3
Sikkim,SK,North District,30. Health worker ever talked to female non-users about family planning (%),28.6,22.4
Sikkim,SK,North District,31. Current users ever told about side effects of current method8 (%),50.4,56.6
Sikkim,SK,North District,32. Mothers who had an antenatal check-up in the first trimester (%),66.2,80.9
Sikkim,SK,North District,33. Mothers who had at least 4 antenatal care visits (%),59.4,73.7
Sikkim,SK,North District,34. Mothers whose last birth was protected against neonatal tetanus9 (%),92.5,97.2
Sikkim,SK,North District,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),74.0,70.4
Sikkim,SK,North District,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),61.9,38.4
Sikkim,SK,North District,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,100.0
Sikkim,SK,North District,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.3,84.7
Sikkim,SK,North District,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),7390.0,3017.0
Sikkim,SK,North District,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Sikkim,SK,North District,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.0,
Sikkim,SK,North District,42. Institutional births (%),97.3,94.9
Sikkim,SK,North District,43. Institutional births in public facility (%),91.1,91.8
Sikkim,SK,North District,44. Home births that were conducted by skilled health personnel10 (%),1.5,2.4
Sikkim,SK,North District,45. Births attended by skilled health personnel10 (%),98.5,97.3
Sikkim,SK,North District,46. Births delivered by caesarean section (%),27.3,17.1
Sikkim,SK,North District,47. Births in a private health facility that were delivered by caesarean section (%),,
Sikkim,SK,North District,48. Births in a public health facility that were delivered by caesarean section (%),26.0,16.9
Sikkim,SK,North District,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),90.8,89.9
Sikkim,SK,North District,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),90.6,97.5
Sikkim,SK,North District,51. Children age 12-23 months who have received BCG (%),100.0,100.0
Sikkim,SK,North District,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),90.8,89.9
Sikkim,SK,North District,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),100.0,98.0
Sikkim,SK,North District,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.9,100.0
Sikkim,SK,North District,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.1,
Sikkim,SK,North District,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),0.0,
Sikkim,SK,North District,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.3,89.9
Sikkim,SK,North District,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),89.3,93.1
Sikkim,SK,North District,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.3
Sikkim,SK,North District,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,3.7
Sikkim,SK,North District,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.2,2.4
Sikkim,SK,North District,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,
Sikkim,SK,North District,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,
Sikkim,SK,North District,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Sikkim,SK,North District,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,0.9
Sikkim,SK,North District,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Sikkim,SK,North District,67. Children under age 3 years breastfed within one hour of birth15 (%),26.1,60.2
Sikkim,SK,North District,68. Children under age 6 months exclusively breastfed16 (%),,
Sikkim,SK,North District,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Sikkim,SK,North District,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",25.3,18.2
Sikkim,SK,North District,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Sikkim,SK,North District,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",25.3,20.0
Sikkim,SK,North District,73. Children under 5 years who are stunted (height-for-age)18 (%),31.8,24.1
Sikkim,SK,North District,74. Children under 5 years who are wasted (weight-for-height)18 (%),4.5,19.3
Sikkim,SK,North District,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),2.9,7.8
Sikkim,SK,North District,76. Children under 5 years who are underweight (weight-for-age)18 (%),15.3,17.9
Sikkim,SK,North District,77. Children under 5 years who are overweight (weight-for-height)20 (%),14.1,9.2
Sikkim,SK,North District,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),3.4,3.6
Sikkim,SK,North District,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),44.1,25.3
Sikkim,SK,North District,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),73.0,
Sikkim,SK,North District,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),53.5,64.9
Sikkim,SK,North District,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),37.0,44.8
Sikkim,SK,North District,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),26.9,31.1
Sikkim,SK,North District,84. All women age 15-49 years who are anaemic22 (%),36.7,44.3
Sikkim,SK,North District,85. All women age 15-19 years who are anaemic22 (%),45.6,53.9
Sikkim,SK,North District,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.5,
Sikkim,SK,North District,87. Blood sugar level - very high (>160 mg/dl)23 (%),4.7,
Sikkim,SK,North District,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.6,
Sikkim,SK,North District,89. Blood sugar level - high (141-160 mg/dl)23 (%),8.4,
Sikkim,SK,North District,90. Blood sugar level - very high (>160 mg/dl)23 (%),6.5,
Sikkim,SK,North District,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),16.0,
Sikkim,SK,North District,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.3,
Sikkim,SK,North District,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),13.1,
Sikkim,SK,North District,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),39.0,
Sikkim,SK,North District,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.1,
Sikkim,SK,North District,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),19.5,
Sikkim,SK,North District,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),47.7,
Sikkim,SK,North District,98. Ever undergone a screening test for cervical cancer (%),1.2,
Sikkim,SK,North District,99. Ever undergone a breast examination for breast cancer (%),0.4,
Sikkim,SK,North District,100. Ever undergone an oral cavity examination for oral cancer (%),0.0,
Sikkim,SK,North District,101. Women age 15 years and above who use any kind of tobacco (%),9.9,
Sikkim,SK,North District,102. Men age 15 years and above who use any kind of tobacco (%),35.4,
Sikkim,SK,North District,103. Women age 15 years and above who consume alcohol (%),22.7,
Sikkim,SK,North District,104. Men age 15 years and above who consume alcohol (%),43.5,
Sikkim,SK,South District,1. Female population age 6 years and above who ever attended school (%),80.2,80.8
Sikkim,SK,South District,2. Population below age 15 years (%),19.9,22.3
Sikkim,SK,South District,"3. Sex ratio of the total population (females per 1,000 males)",973.0,924.0
Sikkim,SK,South District,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1353.0,1096.0
Sikkim,SK,South District,5. Children under age 5 years whose birth was registered with the civil authority (%),96.8,100.0
Sikkim,SK,South District,6. Deaths in the last 3 years registered with the civil authority (%),87.2,
Sikkim,SK,South District,7. Population living in households with electricity (%),99.6,99.8
Sikkim,SK,South District,8. Population living in households with an improved drinking-water source1 (%),93.3,99.5
Sikkim,SK,South District,9. Population living in households that use an improved sanitation facility2 (%),91.7,94.7
Sikkim,SK,South District,10. Households using clean fuel for cooking3 (%),66.5,52.5
Sikkim,SK,South District,11. Households using iodized salt (%),99.4,99.4
Sikkim,SK,South District,12. Households with any usual member covered under a health insurance/financing scheme (%),20.8,32.5
Sikkim,SK,South District,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),39.1,
Sikkim,SK,South District,14. Women who are literate4 (%),90.5,
Sikkim,SK,South District,15. Women with 10 or more years of schooling (%),45.7,41.0
Sikkim,SK,South District,16. Women age 20-24 years married before age 18 years (%),9.9,15.6
Sikkim,SK,South District,17. Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.4
Sikkim,SK,South District,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.7,2.0
Sikkim,SK,South District,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),85.3,77.9
Sikkim,SK,South District,20. Any method6 (%),85.0,59.3
Sikkim,SK,South District,21. Any modern method6 (%),67.6,57.3
Sikkim,SK,South District,22. Female sterilization (%),19.0,24.1
Sikkim,SK,South District,23. Male sterilization (%),3.0,7.8
Sikkim,SK,South District,24. IUD/PPIUD (%),6.6,6.0
Sikkim,SK,South District,25. Pill (%),20.1,12.8
Sikkim,SK,South District,26. Condom (%),9.5,5.5
Sikkim,SK,South District,27. Injectables (%),9.0,1.2
Sikkim,SK,South District,28. Total unmet need7 (%),5.2,19.1
Sikkim,SK,South District,29. Unmet need for spacing7 (%),2.8,8.3
Sikkim,SK,South District,30. Health worker ever talked to female non-users about family planning (%),24.3,19.0
Sikkim,SK,South District,31. Current users ever told about side effects of current method8 (%),67.2,73.6
Sikkim,SK,South District,32. Mothers who had an antenatal check-up in the first trimester (%),78.1,89.5
Sikkim,SK,South District,33. Mothers who had at least 4 antenatal care visits (%),84.5,84.7
Sikkim,SK,South District,34. Mothers whose last birth was protected against neonatal tetanus9 (%),92.3,100.0
Sikkim,SK,South District,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.3,62.9
Sikkim,SK,South District,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),46.2,48.9
Sikkim,SK,South District,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,98.5
Sikkim,SK,South District,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.1,82.7
Sikkim,SK,South District,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),11031.0,2943.0
Sikkim,SK,South District,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,
Sikkim,SK,South District,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.1,
Sikkim,SK,South District,42. Institutional births (%),97.4,98.5
Sikkim,SK,South District,43. Institutional births in public facility (%),86.4,95.6
Sikkim,SK,South District,44. Home births that were conducted by skilled health personnel10 (%),2.0,1.5
Sikkim,SK,South District,45. Births attended by skilled health personnel10 (%),99.4,100.0
Sikkim,SK,South District,46. Births delivered by caesarean section (%),27.8,15.9
Sikkim,SK,South District,47. Births in a private health facility that were delivered by caesarean section (%),,
Sikkim,SK,South District,48. Births in a public health facility that were delivered by caesarean section (%),23.0,14.3
Sikkim,SK,South District,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),86.4,92.3
Sikkim,SK,South District,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),,96.9
Sikkim,SK,South District,51. Children age 12-23 months who have received BCG (%),89.5,100.0
Sikkim,SK,South District,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),89.5,92.3
Sikkim,SK,South District,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.5,97.4
Sikkim,SK,South District,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.4,100.0
Sikkim,SK,South District,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.1,
Sikkim,SK,South District,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),0.0,
Sikkim,SK,South District,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.8,90.0
Sikkim,SK,South District,58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),87.3,86.4
Sikkim,SK,South District,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),,100.0
Sikkim,SK,South District,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),,0.0
Sikkim,SK,South District,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,0.0
Sikkim,SK,South District,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,
Sikkim,SK,South District,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,
Sikkim,SK,South District,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Sikkim,SK,South District,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,0.0
Sikkim,SK,South District,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),,
Sikkim,SK,South District,67. Children under age 3 years breastfed within one hour of birth15 (%),28.2,75.4
Sikkim,SK,South District,68. Children under age 6 months exclusively breastfed16 (%),,
Sikkim,SK,South District,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,
Sikkim,SK,South District,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",19.4,21.3
Sikkim,SK,South District,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,
Sikkim,SK,South District,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",20.7,22.2
Sikkim,SK,South District,73. Children under 5 years who are stunted (height-for-age)18 (%),24.8,32.8
Sikkim,SK,South District,74. Children under 5 years who are wasted (weight-for-height)18 (%),8.0,18.5
Sikkim,SK,South District,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),4.0,7.9
Sikkim,SK,South District,76. Children under 5 years who are underweight (weight-for-age)18 (%),7.2,20.5
Sikkim,SK,South District,77. Children under 5 years who are overweight (weight-for-height)20 (%),16.6,12.1
Sikkim,SK,South District,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),4.6,4.4
Sikkim,SK,South District,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),34.8,22.3
Sikkim,SK,South District,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),84.8,
Sikkim,SK,South District,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),56.5,61.6
Sikkim,SK,South District,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),39.9,32.3
Sikkim,SK,South District,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),,16.2
Sikkim,SK,South District,84. All women age 15-49 years who are anaemic22 (%),39.8,31.9
Sikkim,SK,South District,85. All women age 15-19 years who are anaemic22 (%),54.6,45.5
Sikkim,SK,South District,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.6,
Sikkim,SK,South District,87. Blood sugar level - very high (>160 mg/dl)23 (%),4.0,
Sikkim,SK,South District,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),12.5,
Sikkim,SK,South District,89. Blood sugar level - high (141-160 mg/dl)23 (%),9.1,
Sikkim,SK,South District,90. Blood sugar level - very high (>160 mg/dl)23 (%),6.0,
